ngram	type2score_1	type2score_2	type2freq_1	type2freq_2	type2p_diff	type2s_diff	type2p_avg	type2s_ref_diff	type2shift_score
intelligence	3.80000e-02	3.80000e-02	4.43581e+00	2.44444e+00	1.35562e-04	0.00000e+00	4.96705e-04	-4.62000e-01	-4.47138e-04
intense	2.79000e-01	2.79000e-01	4.69031e+01	1.91469e+01	-1.13806e-04	0.00000e+00	4.47843e-03	-2.21000e-01	1.79564e-04
intercede	2.34000e-01	2.34000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.66000e-01	0.00000e+00
interview	1.80000e-01	1.80000e-01	1.44689e+01	5.82500e+00	-5.39348e-05	0.00000e+00	1.37211e-03	-3.20000e-01	1.23220e-04
interviewer	1.72000e-01	1.72000e-01	1.69811e+00	0.00000e+00	-1.64200e-04	0.00000e+00	8.20999e-05	-3.28000e-01	3.84510e-04
intimacy	2.03000e-01	2.03000e-01	1.35180e+00	1.00000e+00	1.00213e-04	0.00000e+00	1.80820e-04	-2.97000e-01	-2.12491e-04
intimately	1.56000e-01	1.56000e-01	1.15064e+00	0.00000e+00	-1.11262e-04	0.00000e+00	5.56308e-05	-3.44000e-01	2.73253e-04
intrigue	1.88000e-01	1.88000e-01	1.49421e+01	2.00758e+00	-9.81238e-04	0.00000e+00	9.54220e-04	-3.12000e-01	2.18570e-03
intruder	8.28000e-01	8.28000e-01	1.32929e+01	1.74848e+00	-8.81593e-04	0.00000e+00	8.44567e-04	3.28000e-01	-2.06445e-03
invade	7.66000e-01	7.66000e-01	4.60408e+00	2.92361e+00	2.29943e-04	0.00000e+00	5.60166e-04	2.66000e-01	4.36680e-04
invader	7.66000e-01	7.66000e-01	1.14441e+00	0.00000e+00	-1.10660e-04	0.00000e+00	5.53298e-05	2.66000e-01	-2.10151e-04
iris	1.60000e-01	1.60000e-01	2.04495e+00	1.21324e-01	-1.69722e-04	0.00000e+00	1.12878e-04	-3.40000e-01	4.11982e-04
jihad	7.66000e-01	7.66000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.66000e-01	0.00000e+00
jobinterview	2.50000e-01	2.50000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.50000e-01	0.00000e+00
journey	6.20000e-02	6.20000e-02	3.21405e+01	8.34091e+00	-1.18171e-03	0.00000e+00	2.51699e-03	-4.38000e-01	3.69528e-03
jungle	2.19000e-01	2.19000e-01	2.24289e+01	7.55397e+00	-4.24368e-04	0.00000e+00	1.95659e-03	-2.81000e-01	8.51355e-04
kidnap	8.91000e-01	8.91000e-01	1.51077e+01	6.95882e+00	1.46126e-04	0.00000e+00	1.53391e-03	3.91000e-01	4.07912e-04
kidnapped	8.28000e-01	8.28000e-01	2.32523e-01	0.00000e+00	-2.24840e-05	0.00000e+00	1.12420e-05	3.28000e-01	-5.26512e-05
kill	9.62000e-01	9.62000e-01	2.74817e+02	1.86567e+02	1.65095e-02	0.00000e+00	3.48284e-02	4.62000e-01	5.44551e-02
killing	9.06000e-01	9.06000e-01	5.17335e+00	1.16667e+00	-2.30828e-04	0.00000e+00	3.84827e-04	4.06000e-01	-6.69076e-04
knot	1.09000e-01	1.09000e-01	1.69313e+00	1.06250e+00	8.16403e-05	0.00000e+00	2.04539e-04	-3.91000e-01	-2.27899e-04
knots	1.88000e-01	1.88000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.12000e-01	0.00000e+00
lace	1.11000e-01	1.11000e-01	5.00798e+00	4.01111e-01	-3.91624e-04	0.00000e+00	2.88439e-04	-3.89000e-01	1.08763e-03
lastminute	2.19000e-01	2.19000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.81000e-01	0.00000e+00
legalized	1.56000e-01	1.56000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.44000e-01	0.00000e+00
leprosy	7.66000e-01	7.66000e-01	1.00301e-03	0.00000e+00	-9.69867e-08	0.00000e+00	4.84933e-08	2.66000e-01	-1.84186e-07
less	1.67000e-01	1.67000e-01	3.67249e+00	0.00000e+00	-3.55114e-04	0.00000e+00	1.77557e-04	-3.33000e-01	8.44256e-04
lethal	8.06000e-01	8.06000e-01	9.51405e-01	1.64286e+00	2.87381e-04	0.00000e+00	2.35687e-04	3.06000e-01	6.27830e-04
lifeless	7.81000e-01	7.81000e-01	4.24167e+00	5.05556e+00	7.57307e-04	0.00000e+00	7.88805e-04	2.81000e-01	1.51929e-03
lines	3.10000e-02	3.10000e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-4.69000e-01	0.00000e+00
locate	9.40000e-02	9.40000e-02	2.23396e+01	3.91641e+00	-1.25574e-03	0.00000e+00	1.53227e-03	-4.06000e-01	3.63989e-03
lonely	1.83000e-01	1.83000e-01	1.13140e+01	4.54921e+00	-4.34816e-05	0.00000e+00	1.07227e-03	-3.17000e-01	9.84071e-05
loyal	9.40000e-02	9.40000e-02	2.97142e+00	0.00000e+00	-2.87323e-04	0.00000e+00	1.43662e-04	-4.06000e-01	8.32834e-04
lynch	7.19000e-01	7.19000e-01	1.52758e-01	0.00000e+00	-1.47711e-05	0.00000e+00	7.38553e-06	2.19000e-01	-2.30950e-05
mafia	7.34000e-01	7.34000e-01	4.35439e+00	0.00000e+00	-4.21051e-04	0.00000e+00	2.10525e-04	2.34000e-01	-7.03416e-04
mage	2.97000e-01	2.97000e-01	5.70613e+00	1.00000e+00	-3.20832e-04	0.00000e+00	3.91342e-04	-2.03000e-01	4.64982e-04
malevolent	7.03000e-01	7.03000e-01	3.32722e-01	0.00000e+00	-3.21728e-05	0.00000e+00	1.60864e-05	2.03000e-01	-4.66280e-05
malignancy	7.42000e-01	7.42000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.42000e-01	0.00000e+00
malignant	7.34000e-01	7.34000e-01	1.24384e+00	1.12500e+00	1.39518e-04	0.00000e+00	1.90033e-04	2.34000e-01	2.33081e-04
maniac	7.81000e-01	7.81000e-01	6.26992e-01	0.00000e+00	-6.06274e-05	0.00000e+00	3.03137e-05	2.81000e-01	-1.21629e-04
manslaughter	8.28000e-01	8.28000e-01	3.75940e-03	0.00000e+00	-3.63518e-07	0.00000e+00	1.81759e-07	3.28000e-01	-8.51258e-07
marry	1.25000e-01	1.25000e-01	2.35617e+01	6.32095e+00	-8.18647e-04	0.00000e+00	1.86900e-03	-3.75000e-01	2.19174e-03
massacre	9.11000e-01	9.11000e-01	2.95481e+00	2.49286e+00	2.89948e-04	0.00000e+00	4.30691e-04	4.11000e-01	8.50793e-04
medical	2.97000e-01	2.97000e-01	8.91844e+00	1.78427e+00	-4.50340e-04	0.00000e+00	6.37205e-04	-2.03000e-01	6.52678e-04
medication	1.56000e-01	1.56000e-01	4.63874e+00	0.00000e+00	-4.48547e-04	0.00000e+00	2.24273e-04	-3.44000e-01	1.10161e-03
melee	7.34000e-01	7.34000e-01	9.72235e-01	7.69231e-02	-7.62475e-05	0.00000e+00	5.58873e-05	2.34000e-01	-1.27381e-04
mighty	2.03000e-01	2.03000e-01	4.51607e+00	0.00000e+00	-4.36685e-04	0.00000e+00	2.18342e-04	-2.97000e-01	9.25947e-04
miscarriage	7.19000e-01	7.19000e-01	2.94504e-01	0.00000e+00	-2.84772e-05	0.00000e+00	1.42386e-05	2.19000e-01	-4.45250e-05
misery	7.34000e-01	7.34000e-01	1.84737e+00	1.36667e+00	1.36966e-04	0.00000e+00	2.47116e-04	2.34000e-01	2.28818e-04
mislead	2.97000e-01	2.97000e-01	2.68651e-01	0.00000e+00	-2.59774e-05	0.00000e+00	1.29887e-05	-2.03000e-01	3.76491e-05
missile	7.34000e-01	7.34000e-01	1.09320e+01	2.11364e+00	-5.68980e-04	0.00000e+00	7.72583e-04	2.34000e-01	-9.50550e-04
missiles	9.34000e-01	9.34000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.34000e-01	0.00000e+00
mistaken	2.81000e-01	2.81000e-01	8.08112e-01	1.08333e+00	1.72029e-04	0.00000e+00	1.64155e-04	-2.19000e-01	-2.68972e-04
molestation	8.59000e-01	8.59000e-01	3.67249e-02	0.00000e+00	-3.55114e-06	0.00000e+00	1.77557e-06	3.59000e-01	-9.10174e-06
monster	8.44000e-01	8.44000e-01	9.52838e+01	7.48559e+01	8.07263e-03	0.00000e+00	1.32498e-02	3.44000e-01	1.98260e-02
monstrosity	7.97000e-01	7.97000e-01	1.14076e+00	0.00000e+00	-1.10307e-04	0.00000e+00	5.51535e-05	2.97000e-01	-2.33895e-04
morbidity	8.20000e-01	8.20000e-01	1.29870e-02	0.00000e+00	-1.25579e-06	0.00000e+00	6.27894e-07	3.20000e-01	-2.86899e-06
morgue	8.44000e-01	8.44000e-01	2.61856e-01	4.00000e-02	-1.60833e-05	0.00000e+00	1.72787e-05	3.44000e-01	-3.94998e-05
mortality	7.97000e-01	7.97000e-01	6.49588e-01	1.42857e-01	-2.98230e-05	0.00000e+00	4.79009e-05	2.97000e-01	-6.32367e-05
mortgagor	2.58000e-01	2.58000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.42000e-01	0.00000e+00
mortification	7.19000e-01	7.19000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.19000e-01	0.00000e+00
mortuary	7.50000e-01	7.50000e-01	1.53846e-02	0.00000e+00	-1.48763e-06	0.00000e+00	7.43813e-07	2.50000e-01	-2.65519e-06
mum	7.00000e-02	7.00000e-02	7.13855e+01	2.46976e+01	-1.19936e-03	0.00000e+00	6.30300e-03	-4.30000e-01	3.68195e-03
murder	9.06000e-01	9.06000e-01	3.16936e+01	1.33433e+01	1.66868e-05	0.00000e+00	3.07298e-03	4.06000e-01	4.83683e-05
murderer	9.53000e-01	9.53000e-01	8.26103e+00	5.42583e+00	4.54159e-04	0.00000e+00	1.02589e-03	4.53000e-01	1.46882e-03
murderous	9.20000e-01	9.20000e-01	1.56783e+00	5.00000e-01	-3.61398e-05	0.00000e+00	1.33533e-04	4.20000e-01	-1.08367e-04
mutilation	9.06000e-01	9.06000e-01	2.96111e-01	0.00000e+00	-2.86326e-05	0.00000e+00	1.43163e-05	4.06000e-01	-8.29945e-05
mutiny	7.34000e-01	7.34000e-01	2.88361e-01	0.00000e+00	-2.78833e-05	0.00000e+00	1.39417e-05	2.34000e-01	-4.65824e-05
needit	1.56000e-01	1.56000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.44000e-01	0.00000e+00
needtoknow	1.73000e-01	1.73000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.27000e-01	0.00000e+00
needtorelax	1.25000e-01	1.25000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.75000e-01	0.00000e+00
neurotic	7.03000e-01	7.03000e-01	3.09901e-01	5.00000e-01	8.54968e-05	0.00000e+00	7.27145e-05	2.03000e-01	1.23910e-04
newcomer	1.41000e-01	1.41000e-01	3.72592e-01	0.00000e+00	-3.60280e-05	0.00000e+00	1.80140e-05	-3.59000e-01	9.23415e-05
newjob	2.66000e-01	2.66000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.34000e-01	0.00000e+00
nightmare	8.28000e-01	8.28000e-01	1.04090e+02	1.96991e+02	3.54253e-02	0.00000e+00	2.77778e-02	3.28000e-01	8.29563e-02
nightmares	7.59000e-01	7.59000e-01	0.00000e+00	1.00000e+00	2.30926e-04	0.00000e+00	1.15463e-04	2.59000e-01	4.27006e-04
noncompliance	2.76000e-01	2.76000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.24000e-01	0.00000e+00
northeast	8.80000e-02	8.80000e-02	2.33359e+00	5.66667e-01	-9.47899e-05	0.00000e+00	1.78253e-04	-4.12000e-01	2.78818e-04
notoriety	1.09000e-01	1.09000e-01	1.78571e-02	0.00000e+00	-1.72671e-06	0.00000e+00	8.63355e-07	-3.91000e-01	4.82012e-06
notready	2.81000e-01	2.81000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.19000e-01	0.00000e+00
nurture	7.80000e-02	7.80000e-02	1.63988e+00	0.00000e+00	-1.58569e-04	0.00000e+00	7.92847e-05	-4.22000e-01	4.77742e-04
obey	1.60000e-02	1.60000e-02	5.62384e+00	4.33333e-01	-4.43734e-04	0.00000e+00	3.21935e-04	-4.84000e-01	1.53331e-03
obliging	2.50000e-01	2.50000e-01	1.42152e-02	0.00000e+00	-1.37455e-06	0.00000e+00	6.87275e-07	-2.50000e-01	2.45337e-06
obliterate	7.66000e-01	7.66000e-01	1.20433e+00	1.31250e+00	1.86637e-04	0.00000e+00	2.09772e-04	2.66000e-01	3.54438e-04
obliterated	8.00000e-01	8.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.00000e-01	0.00000e+00
obliteration	7.50000e-01	7.50000e-01	1.92308e-02	0.00000e+00	-1.85953e-06	0.00000e+00	9.29767e-07	2.50000e-01	-3.31899e-06
ohshit	7.66000e-01	7.66000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.66000e-01	0.00000e+00
oncoming	2.81000e-01	2.81000e-01	1.42467e+00	2.91667e-01	-7.04062e-05	0.00000e+00	1.02556e-04	-2.19000e-01	1.10082e-04
opera	5.70000e-02	5.70000e-02	1.42359e+00	1.16667e+00	1.31759e-04	0.00000e+00	2.03534e-04	-4.43000e-01	-4.16721e-04
operation	2.66000e-01	2.66000e-01	6.47071e+00	2.63258e+00	-1.77597e-05	0.00000e+00	6.16810e-04	-2.34000e-01	2.96697e-05
overcome	2.03000e-01	2.03000e-01	1.13539e+01	1.65530e+00	-7.15617e-04	0.00000e+00	7.40061e-04	-2.97000e-01	1.51740e-03
overcoming	1.88000e-01	1.88000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.12000e-01	0.00000e+00
overdrive	2.34000e-01	2.34000e-01	1.57205e+00	0.00000e+00	-1.52010e-04	0.00000e+00	7.60052e-05	-2.66000e-01	2.88680e-04
overslept	2.26000e-01	2.26000e-01	2.10103e+00	0.00000e+00	-2.03161e-04	0.00000e+00	1.01581e-04	-2.74000e-01	3.97423e-04
overthinker	1.53000e-01	1.53000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.47000e-01	0.00000e+00
overtired	2.18000e-01	2.18000e-01	5.63264e-03	0.00000e+00	-5.44652e-07	0.00000e+00	2.72326e-07	-2.82000e-01	1.09655e-06
owing	1.88000e-01	1.88000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.12000e-01	0.00000e+00
painful	8.44000e-01	8.44000e-01	1.78895e+01	1.25417e+01	1.16636e-03	0.00000e+00	2.31302e-03	3.44000e-01	2.86453e-03
panic	7.50000e-01	7.50000e-01	8.11714e+01	5.70106e+01	5.31629e-03	0.00000e+00	1.05071e-02	2.50000e-01	9.48877e-03
panicattack	7.74000e-01	7.74000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.74000e-01	0.00000e+00
panicked	8.44000e-01	8.44000e-01	2.63541e+00	4.02543e+00	6.74744e-04	0.00000e+00	5.92205e-04	3.44000e-01	1.65714e-03
panicking	7.08000e-01	7.08000e-01	5.20612e-01	0.00000e+00	-5.03410e-05	0.00000e+00	2.51705e-05	2.08000e-01	-7.47561e-05
parade	6.20000e-02	6.20000e-02	7.00752e+00	3.51667e+00	1.34492e-04	0.00000e+00	7.44843e-04	-4.38000e-01	-4.20564e-04
paralysis	7.34000e-01	7.34000e-01	2.66925e+01	1.78819e+01	1.54834e-03	0.00000e+00	3.35522e-03	2.34000e-01	2.58669e-03
paralyze	8.28000e-01	8.28000e-01	8.27393e+00	7.61878e+00	9.59319e-04	0.00000e+00	1.27971e-03	3.28000e-01	2.24646e-03
paralyzed	8.59000e-01	8.59000e-01	7.16120e+00	2.30519e+00	-1.60129e-04	0.00000e+00	6.12393e-04	3.59000e-01	-4.10417e-04
peril	8.59000e-01	8.59000e-01	1.10566e+00	0.00000e+00	-1.06912e-04	0.00000e+00	5.34562e-05	3.59000e-01	-2.74021e-04
perish	7.84000e-01	7.84000e-01	3.87122e-01	2.40000e-01	1.79892e-05	0.00000e+00	4.64276e-05	2.84000e-01	3.64747e-05
persecution	7.97000e-01	7.97000e-01	2.62083e-01	0.00000e+00	-2.53423e-05	0.00000e+00	1.26711e-05	2.97000e-01	-5.37358e-05
petrified	8.44000e-01	8.44000e-01	2.03636e+00	1.00000e+00	3.40182e-05	0.00000e+00	2.13917e-04	3.44000e-01	8.35470e-05
pharmacy	1.23000e-01	1.23000e-01	3.93665e+00	1.42857e-01	-3.47668e-04	0.00000e+00	2.06823e-04	-3.77000e-01	9.35766e-04
phew	2.03000e-01	2.03000e-01	1.04368e+00	2.56667e-01	-4.16482e-05	0.00000e+00	8.00951e-05	-2.97000e-01	8.83108e-05
phobia	7.19000e-01	7.19000e-01	3.01641e+00	2.08333e-01	-2.43565e-04	0.00000e+00	1.69892e-04	2.19000e-01	-3.80821e-04
picket	2.50000e-01	2.50000e-01	1.84476e-01	0.00000e+00	-1.78381e-05	0.00000e+00	8.91903e-06	-2.50000e-01	3.18383e-05
pinion	2.34000e-01	2.34000e-01	3.71058e-03	0.00000e+00	-3.58797e-07	0.00000e+00	1.79398e-07	-2.66000e-01	6.81384e-07
plague	7.03000e-01	7.03000e-01	4.87690e+00	3.46390e+00	3.28329e-04	0.00000e+00	6.35740e-04	2.03000e-01	4.75847e-04
planes	2.74000e-01	2.74000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.26000e-01	0.00000e+00
poise	9.40000e-02	9.40000e-02	5.79558e-01	1.04167e+00	1.84507e-04	0.00000e+00	1.48294e-04	-4.06000e-01	-5.34811e-04
poison	7.97000e-01	7.97000e-01	1.39288e+01	3.50258e+00	-5.38017e-04	0.00000e+00	1.07784e-03	2.97000e-01	-1.14081e-03
poisoned	8.86000e-01	8.86000e-01	3.33333e-01	0.00000e+00	-3.22319e-05	0.00000e+00	1.61160e-05	3.86000e-01	-8.88250e-05
poisonous	8.12000e-01	8.12000e-01	2.54051e+00	2.66667e-01	-1.84077e-04	0.00000e+00	1.53619e-04	3.12000e-01	-4.10029e-04
policeman	1.21000e-01	1.21000e-01	8.93710e+00	1.36364e+00	-5.49280e-04	0.00000e+00	5.89539e-04	-3.79000e-01	1.48626e-03
posse	2.66000e-01	2.66000e-01	2.42376e+00	1.05000e+00	8.10532e-06	0.00000e+00	2.38420e-04	-2.34000e-01	-1.35409e-05
pray	1.09000e-01	1.09000e-01	1.75973e+01	7.31921e+00	-1.13911e-05	0.00000e+00	1.69589e-03	-3.91000e-01	3.17985e-05
praying	4.70000e-02	4.70000e-02	1.42857e-01	0.00000e+00	-1.38137e-05	0.00000e+00	6.90684e-06	-4.53000e-01	4.46755e-05
prevent	1.25000e-01	1.25000e-01	1.78723e+01	7.49210e+00	1.94365e-06	0.00000e+00	1.72915e-03	-3.75000e-01	-5.20369e-06
prey	7.03000e-01	7.03000e-01	1.66313e+00	5.75000e-01	-2.80348e-05	0.00000e+00	1.46800e-04	2.03000e-01	-4.06307e-05
problem	2.66000e-01	2.66000e-01	1.49767e+02	3.27609e+01	-6.91650e-03	0.00000e+00	1.10236e-02	-2.34000e-01	1.15548e-02
prognosis	2.17000e-01	2.17000e-01	0.00000e+00	2.00000e+00	4.61852e-04	0.00000e+00	2.30926e-04	-2.83000e-01	-9.33149e-04
projectiles	7.50000e-01	7.50000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e-01	0.00000e+00
psychiatrist	2.34000e-01	2.34000e-01	2.17278e+00	5.15152e-01	-9.11364e-05	0.00000e+00	1.64530e-04	-2.66000e-01	1.73075e-04
psychosis	7.03000e-01	7.03000e-01	1.39706e-01	0.00000e+00	-1.35090e-05	0.00000e+00	6.75448e-06	2.03000e-01	-1.95785e-05
ptsd	7.50000e-01	7.50000e-01	5.26316e-02	5.88235e-02	8.49463e-06	0.00000e+00	9.33656e-06	2.50000e-01	1.51616e-05
quail	2.03000e-01	2.03000e-01	2.77757e-01	0.00000e+00	-2.68579e-05	0.00000e+00	1.34290e-05	-2.97000e-01	5.69496e-05
quake	8.12000e-01	8.12000e-01	1.26641e+00	0.00000e+00	-1.22456e-04	0.00000e+00	6.12281e-05	3.12000e-01	-2.72770e-04
raccoon	1.27000e-01	1.27000e-01	1.49672e+00	2.77778e-02	-1.38312e-04	0.00000e+00	7.55704e-05	-3.73000e-01	3.68324e-04
rampage	7.81000e-01	7.81000e-01	4.41611e+00	7.36111e-01	-2.57032e-04	0.00000e+00	2.98503e-04	2.81000e-01	-5.15649e-04
rape	8.70000e-01	8.70000e-01	5.94144e+00	2.68560e+00	4.56612e-05	0.00000e+00	5.97343e-04	3.70000e-01	1.20618e-04
rascal	2.50000e-01	2.50000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.50000e-01	0.00000e+00
rating	2.50000e-01	2.50000e-01	3.45898e+00	1.33333e+00	-2.65676e-05	0.00000e+00	3.21185e-04	-2.50000e-01	4.74191e-05
rationality	1.41000e-01	1.41000e-01	3.07990e-01	0.00000e+00	-2.97813e-05	0.00000e+00	1.48906e-05	-3.59000e-01	7.63308e-05
react	2.50000e-01	2.50000e-01	2.97887e+01	1.19497e+01	-1.20941e-04	0.00000e+00	2.81997e-03	-2.50000e-01	2.15861e-04
readytogo	1.72000e-01	1.72000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.28000e-01	0.00000e+00
recesses	2.03000e-01	2.03000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.97000e-01	0.00000e+00
regiment	2.66000e-01	2.66000e-01	3.87801e-01	0.00000e+00	-3.74987e-05	0.00000e+00	1.87494e-05	-2.34000e-01	6.26461e-05
regulatory	1.72000e-01	1.72000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.28000e-01	0.00000e+00
rekindle	2.34000e-01	2.34000e-01	5.24541e-01	0.00000e+00	-5.07209e-05	0.00000e+00	2.53605e-05	-2.66000e-01	9.63231e-05
reluctant	2.97000e-01	2.97000e-01	8.23452e+00	1.33333e+00	-4.88342e-04	0.00000e+00	5.52072e-04	-2.03000e-01	7.07753e-04
remains	2.81000e-01	2.81000e-01	3.00903e-03	1.00000e+00	2.30635e-04	0.00000e+00	1.15608e-04	-2.19000e-01	-3.60604e-04
repent	2.50000e-01	2.50000e-01	1.07369e-01	1.33333e+00	2.97519e-04	0.00000e+00	1.59142e-04	-2.50000e-01	-5.31027e-04
reprisal	7.66000e-01	7.66000e-01	4.87805e-03	0.00000e+00	-4.71686e-07	0.00000e+00	2.35843e-07	2.66000e-01	-8.95771e-07
restless	2.04000e-01	2.04000e-01	1.25618e+00	1.33333e+00	1.86434e-04	0.00000e+00	2.14684e-04	-2.96000e-01	-3.93984e-04
retirement	1.56000e-01	1.56000e-01	5.02303e-01	0.00000e+00	-4.85706e-05	0.00000e+00	2.42853e-05	-3.44000e-01	1.19287e-04
revelations	2.19000e-01	2.19000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.81000e-01	0.00000e+00
riot	7.66000e-01	7.66000e-01	2.34924e+00	8.26923e-01	-3.62036e-05	0.00000e+00	2.09060e-04	2.66000e-01	-6.87535e-05
riotous	7.50000e-01	7.50000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e-01	0.00000e+00
robbery	8.00000e-01	8.00000e-01	2.16764e+00	2.36111e+00	3.35641e-04	0.00000e+00	3.77421e-04	3.00000e-01	7.18882e-04
rod	1.72000e-01	1.72000e-01	4.97299e+00	4.60530e+00	5.82616e-04	0.00000e+00	7.72175e-04	-3.28000e-01	-1.36433e-03
romance	3.10000e-02	3.10000e-02	5.08411e+00	0.00000e+00	-4.91611e-04	0.00000e+00	2.45806e-04	-4.69000e-01	1.64610e-03
ruin	7.25000e-01	7.25000e-01	4.10175e+01	1.28600e+01	-9.96511e-04	0.00000e+00	3.46796e-03	2.25000e-01	-1.60076e-03
rule	1.88000e-01	1.88000e-01	2.56395e+01	5.12409e+00	-1.29594e-03	0.00000e+00	1.83126e-03	-3.12000e-01	2.88670e-03
run	2.50000e-01	2.50000e-01	1.26643e+03	4.80268e+02	-1.15518e-02	0.00000e+00	1.16682e-01	-2.50000e-01	2.06183e-02
rupture	7.06000e-01	7.06000e-01	8.63554e-01	0.00000e+00	-8.35020e-05	0.00000e+00	4.17510e-05	2.06000e-01	-1.22808e-04
rush	2.81000e-01	2.81000e-01	9.58275e+01	3.61933e+01	-9.08141e-04	0.00000e+00	8.81204e-03	-2.19000e-01	1.41990e-03
rushing	2.33000e-01	2.33000e-01	9.39855e-01	1.00000e+00	1.40046e-04	0.00000e+00	1.60903e-04	-2.67000e-01	-2.66958e-04
sabotage	7.03000e-01	7.03000e-01	3.28452e+00	4.02778e+00	6.12519e-04	0.00000e+00	6.23859e-04	2.03000e-01	8.87723e-04
sag	1.23000e-01	1.23000e-01	7.03285e-01	1.00000e+00	1.62921e-04	0.00000e+00	1.49465e-04	-3.77000e-01	-4.38511e-04
savage	8.14000e-01	8.14000e-01	1.60455e+00	2.23444e+00	3.60838e-04	0.00000e+00	3.35572e-04	3.14000e-01	8.08917e-04
savagery	8.75000e-01	8.75000e-01	4.87805e-03	0.00000e+00	-4.71686e-07	0.00000e+00	2.35843e-07	3.75000e-01	-1.26283e-06
scaffold	2.34000e-01	2.34000e-01	6.32372e-01	0.00000e+00	-6.11476e-05	0.00000e+00	3.05738e-05	-2.66000e-01	1.16124e-04
scapegoat	2.50000e-01	2.50000e-01	8.36733e-02	0.00000e+00	-8.09085e-06	0.00000e+00	4.04542e-06	-2.50000e-01	1.44410e-05
scare	8.44000e-01	8.44000e-01	1.94672e+01	2.09281e+01	2.95045e-03	0.00000e+00	3.35762e-03	3.44000e-01	7.24617e-03
scared	7.34000e-01	7.34000e-01	1.77656e+02	1.41219e+02	1.54325e-02	0.00000e+00	2.48949e-02	2.34000e-01	2.57818e-02
scariest	8.44000e-01	8.44000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.44000e-01	0.00000e+00
scary	7.66000e-01	7.66000e-01	7.67594e+01	8.15524e+01	1.14102e-02	0.00000e+00	1.31274e-02	2.66000e-01	2.16690e-02
schizophrenia	7.03000e-01	7.03000e-01	1.53596e+00	0.00000e+00	-1.48521e-04	0.00000e+00	7.42605e-05	2.03000e-01	-2.15251e-04
scream	7.19000e-01	7.19000e-01	1.59351e+02	1.55831e+02	2.05769e-02	0.00000e+00	2.56970e-02	2.19000e-01	3.21725e-02
screaming	7.81000e-01	7.81000e-01	3.27008e+00	3.07143e+00	3.93070e-04	0.00000e+00	5.12737e-04	2.81000e-01	7.88565e-04
seizure	7.19000e-01	7.19000e-01	4.50319e+00	2.10333e+00	5.02752e-05	0.00000e+00	4.60576e-04	2.19000e-01	7.86067e-05
