ngram	type2score_1	type2score_2	type2freq_1	type2freq_2	type2p_diff	type2s_diff	type2p_avg	type2s_ref_diff	type2shift_score
destination	1.09000e-01	1.09000e-01	2.53852e+01	5.61591e+00	-1.15778e-03	0.00000e+00	1.87575e-03	-3.91000e-01	3.23194e-03
destroyed	7.54000e-01	7.54000e-01	2.04082e-03	0.00000e+00	-1.97338e-07	0.00000e+00	9.86691e-08	2.54000e-01	-3.57855e-07
destroyer	7.50000e-01	7.50000e-01	5.72108e-01	0.00000e+00	-5.53204e-05	0.00000e+00	2.76602e-05	2.50000e-01	-9.87386e-05
destroying	8.44000e-01	8.44000e-01	3.09598e-03	0.00000e+00	-2.99368e-07	0.00000e+00	1.49684e-07	3.44000e-01	-7.35233e-07
destruction	7.97000e-01	7.97000e-01	5.21661e+00	1.30504e+00	-2.03058e-04	0.00000e+00	4.02895e-04	2.97000e-01	-4.30564e-04
destructive	8.12000e-01	8.12000e-01	3.07711e+00	2.00000e+00	1.64308e-04	0.00000e+00	3.79698e-04	3.12000e-01	3.65995e-04
detonate	7.66000e-01	7.66000e-01	8.97625e-01	0.00000e+00	-8.67965e-05	0.00000e+00	4.33982e-05	2.66000e-01	-1.64834e-04
devastate	7.92000e-01	7.92000e-01	2.00136e+00	2.50327e+00	3.84547e-04	0.00000e+00	3.85796e-04	2.92000e-01	8.01666e-04
devastating	7.19000e-01	7.19000e-01	1.22463e+00	1.33333e+00	1.89485e-04	0.00000e+00	2.13159e-04	2.19000e-01	2.96265e-04
devastation	9.06000e-01	9.06000e-01	3.79835e-01	1.00000e+00	1.94197e-04	0.00000e+00	1.33827e-04	4.06000e-01	5.62900e-04
devil	8.28000e-01	8.28000e-01	1.21604e+01	9.45360e+00	1.00722e-03	0.00000e+00	1.67947e-03	3.28000e-01	2.35863e-03
devilish	7.34000e-01	7.34000e-01	1.39464e+00	9.24242e-01	7.85757e-05	0.00000e+00	1.74144e-04	2.34000e-01	1.31270e-04
diabolical	7.03000e-01	7.03000e-01	1.00799e+00	0.00000e+00	-9.74684e-05	0.00000e+00	4.87342e-05	2.03000e-01	-1.41261e-04
dictatorship	7.34000e-01	7.34000e-01	8.58349e-01	0.00000e+00	-8.29987e-05	0.00000e+00	4.14993e-05	2.34000e-01	-1.38659e-04
die	7.66000e-01	7.66000e-01	2.79414e+02	1.45864e+02	6.66554e-03	0.00000e+00	3.03509e-02	2.66000e-01	1.26584e-02
difficulty	2.34000e-01	2.34000e-01	1.15471e+01	5.92857e-01	-9.79650e-04	0.00000e+00	6.26731e-04	-2.66000e-01	1.86043e-03
disaster	8.75000e-01	8.75000e-01	8.00944e+00	1.49286e+00	-4.29739e-04	0.00000e+00	5.59609e-04	3.75000e-01	-1.15053e-03
disastrous	8.75000e-01	8.75000e-01	2.20497e-01	0.00000e+00	-2.13211e-05	0.00000e+00	1.06606e-05	3.75000e-01	-5.70825e-05
discontent	2.34000e-01	2.34000e-01	2.56757e-01	0.00000e+00	-2.48273e-05	0.00000e+00	1.24136e-05	-2.66000e-01	4.71490e-05
discourage	2.81000e-01	2.81000e-01	2.78938e+00	0.00000e+00	-2.69721e-04	0.00000e+00	1.34860e-04	-2.19000e-01	4.21716e-04
diseased	7.34000e-01	7.34000e-01	3.19560e-01	2.77778e-02	-2.44855e-05	0.00000e+00	1.86574e-05	2.34000e-01	-4.09060e-05
disinformation	2.86000e-01	2.86000e-01	2.00602e-03	0.00000e+00	-1.93973e-07	0.00000e+00	9.69867e-08	-2.14000e-01	2.96359e-07
dismemberment	8.75000e-01	8.75000e-01	0.00000e+00	5.00000e-01	1.15463e-04	0.00000e+00	5.77315e-05	3.75000e-01	3.09126e-04
displeased	2.73000e-01	2.73000e-01	1.50089e+00	6.66667e-02	-1.29734e-04	0.00000e+00	8.02621e-05	-2.27000e-01	2.10253e-04
doom	8.28000e-01	8.28000e-01	7.11157e+00	5.21640e+00	5.16943e-04	0.00000e+00	9.46130e-04	3.28000e-01	1.21054e-03
doomed	8.88000e-01	8.88000e-01	2.40219e-02	0.00000e+00	-2.32282e-06	0.00000e+00	1.16141e-06	3.88000e-01	-6.43440e-06
doomsday	8.28000e-01	8.28000e-01	2.52685e+00	0.00000e+00	-2.44335e-04	0.00000e+00	1.22168e-04	3.28000e-01	-5.72166e-04
doubt	2.50000e-01	2.50000e-01	3.43995e+01	8.11587e+00	-1.45212e-03	0.00000e+00	2.60022e-03	-2.50000e-01	2.59181e-03
dread	8.59000e-01	8.59000e-01	6.88140e+00	5.72897e+00	6.57565e-04	0.00000e+00	9.94185e-04	3.59000e-01	1.68537e-03
dreaded	7.03000e-01	7.03000e-01	3.42356e-01	4.45455e-01	6.97626e-05	0.00000e+00	6.79857e-05	2.03000e-01	1.01107e-04
dreadful	7.50000e-01	7.50000e-01	2.12397e+00	0.00000e+00	-2.05378e-04	0.00000e+00	1.02689e-04	2.50000e-01	-3.66570e-04
dreadfully	7.96000e-01	7.96000e-01	2.10295e-01	4.76190e-01	8.96300e-05	0.00000e+00	6.51497e-05	2.96000e-01	1.89412e-04
dreamt	1.11000e-01	1.11000e-01	2.89101e-01	1.00000e+00	2.02971e-04	0.00000e+00	1.29440e-04	-3.89000e-01	-5.63697e-04
drown	8.44000e-01	8.44000e-01	2.39079e+01	7.43344e+00	-5.95222e-04	0.00000e+00	2.01418e-03	3.44000e-01	-1.46184e-03
dwarfed	2.81000e-01	2.81000e-01	1.78571e-02	0.00000e+00	-1.72671e-06	0.00000e+00	8.63355e-07	-2.19000e-01	2.69976e-06
dying	9.48000e-01	9.48000e-01	4.61311e-01	1.00000e+00	1.86319e-04	0.00000e+00	1.37766e-04	4.48000e-01	5.95933e-04
earthquake	8.12000e-01	8.12000e-01	9.83033e+00	3.75000e+00	-8.45785e-05	0.00000e+00	9.08261e-04	3.12000e-01	-1.88398e-04
elevation	2.66000e-01	2.66000e-01	1.89752e+00	0.00000e+00	-1.83482e-04	0.00000e+00	9.17409e-05	-2.34000e-01	3.06528e-04
elf	1.85000e-01	1.85000e-01	7.11588e+00	5.69444e-01	-5.56576e-04	0.00000e+00	4.09787e-04	-3.15000e-01	1.25169e-03
emergency	7.19000e-01	7.19000e-01	4.77809e+00	3.02778e+00	2.37171e-04	0.00000e+00	5.80606e-04	2.19000e-01	3.70824e-04
endless	2.97000e-01	2.97000e-01	1.42080e+01	4.10168e+00	-4.26667e-04	0.00000e+00	1.16052e-03	-2.03000e-01	6.18368e-04
enslaved	7.81000e-01	7.81000e-01	1.69884e-02	0.00000e+00	-1.64271e-06	0.00000e+00	8.21354e-07	2.81000e-01	-3.29555e-06
epidemic	7.76000e-01	7.76000e-01	1.36748e+00	0.00000e+00	-1.32229e-04	0.00000e+00	6.61145e-05	2.76000e-01	-2.60554e-04
eradication	8.28000e-01	8.28000e-01	2.11050e-02	0.00000e+00	-2.04077e-06	0.00000e+00	1.02038e-06	3.28000e-01	-4.77891e-06
eventuality	1.41000e-01	1.41000e-01	2.81772e-02	0.00000e+00	-2.72462e-06	0.00000e+00	1.36231e-06	-3.59000e-01	6.98332e-06
everyman	1.78000e-01	1.78000e-01	9.66897e-02	0.00000e+00	-9.34948e-06	0.00000e+00	4.67474e-06	-3.22000e-01	2.14934e-05
evil	8.33000e-01	8.33000e-01	6.44197e+01	4.16689e+01	3.39332e-03	0.00000e+00	7.92577e-03	3.33000e-01	8.06735e-03
examination	2.04000e-01	2.04000e-01	1.98598e+00	5.00000e-01	-7.65732e-05	0.00000e+00	1.53750e-04	-2.96000e-01	1.61819e-04
excite	1.32000e-01	1.32000e-01	7.33435e+00	1.33333e+00	-4.01299e-04	0.00000e+00	5.08551e-04	-3.68000e-01	1.05433e-03
excruciating	7.19000e-01	7.19000e-01	1.27507e+00	2.05357e-01	-7.58715e-05	0.00000e+00	8.53580e-05	2.19000e-01	-1.18627e-04
execution	8.44000e-01	8.44000e-01	1.46082e+00	2.00000e+00	3.20597e-04	0.00000e+00	3.01553e-04	3.44000e-01	7.87372e-04
executioner	8.59000e-01	8.59000e-01	3.13719e-01	2.65152e-01	3.08951e-05	0.00000e+00	4.57828e-05	3.59000e-01	7.91855e-05
exorcism	8.00000e-01	8.00000e-01	2.18116e-01	6.96970e-01	1.39857e-04	0.00000e+00	9.10196e-05	3.00000e-01	2.99550e-04
explode	8.28000e-01	8.28000e-01	4.74119e+01	1.44998e+01	-1.23615e-03	0.00000e+00	3.96645e-03	3.28000e-01	-2.89471e-03
explosion	8.79000e-01	8.79000e-01	2.26281e+01	1.02618e+01	1.81669e-04	0.00000e+00	2.27887e-03	3.79000e-01	4.91566e-04
explosive	8.59000e-01	8.59000e-01	4.09125e+00	2.00000e+00	6.62452e-05	0.00000e+00	4.28729e-04	3.59000e-01	1.69789e-04
exterminate	8.10000e-01	8.10000e-01	5.59081e-01	1.11111e-01	-2.84023e-05	0.00000e+00	3.98596e-05	3.10000e-01	-6.28605e-05
extermination	7.97000e-01	7.97000e-01	2.22461e-01	0.00000e+00	-2.15110e-05	0.00000e+00	1.07555e-05	2.97000e-01	-4.56120e-05
fatal	8.28000e-01	8.28000e-01	3.51137e+00	3.03030e-02	-3.32537e-04	0.00000e+00	1.73266e-04	3.28000e-01	-7.78709e-04
fatality	9.06000e-01	9.06000e-01	5.16461e-02	0.00000e+00	-4.99396e-06	0.00000e+00	2.49698e-06	4.06000e-01	-1.44755e-05
fear	8.28000e-01	8.28000e-01	1.28450e+02	1.06968e+02	1.22811e-02	0.00000e+00	1.85611e-02	3.28000e-01	2.87589e-02
feared	7.82000e-01	7.82000e-01	1.09890e-02	0.00000e+00	-1.06259e-06	0.00000e+00	5.31295e-07	2.82000e-01	-2.13933e-06
fearful	7.66000e-01	7.66000e-01	6.33787e+00	5.56264e+00	6.71714e-04	0.00000e+00	9.48702e-04	2.66000e-01	1.27564e-03
fearing	8.08000e-01	8.08000e-01	0.00000e+00	1.00000e+00	2.30926e-04	0.00000e+00	1.15463e-04	3.08000e-01	5.07791e-04
fearless	2.00000e-01	2.00000e-01	2.24059e+00	0.00000e+00	-2.16655e-04	0.00000e+00	1.08328e-04	-3.00000e-01	4.64037e-04
fears	7.50000e-01	7.50000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e-01	0.00000e+00
fight	7.19000e-01	7.19000e-01	3.07450e+02	9.24526e+01	-8.37942e-03	0.00000e+00	2.55394e-02	2.19000e-01	-1.31015e-02
finalized	2.34000e-01	2.34000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.66000e-01	0.00000e+00
fingerscrossed	2.19000e-01	2.19000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.81000e-01	0.00000e+00
flounder	2.97000e-01	2.97000e-01	6.08473e-02	1.66667e-01	3.26040e-05	0.00000e+00	2.21857e-05	-2.03000e-01	-4.72529e-05
fluctuation	2.04000e-01	2.04000e-01	5.61899e-01	0.00000e+00	-5.43333e-05	0.00000e+00	2.71666e-05	-2.96000e-01	1.14820e-04
flurries	2.66000e-01	2.66000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.34000e-01	0.00000e+00
flying	2.81000e-01	2.81000e-01	2.93436e+01	5.06726e+00	-1.66724e-03	0.00000e+00	2.00378e-03	-2.19000e-01	2.60677e-03
force	2.66000e-01	2.66000e-01	1.28098e+02	4.91097e+01	-1.04582e-03	0.00000e+00	1.18636e-02	-2.34000e-01	1.74716e-03
forewarned	2.50000e-01	2.50000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.50000e-01	0.00000e+00
forgotten	2.66000e-01	2.66000e-01	1.59370e-01	0.00000e+00	-1.54104e-05	0.00000e+00	7.70520e-06	-2.34000e-01	2.57449e-05
fortress	2.81000e-01	2.81000e-01	1.26667e+01	1.13636e-01	-1.19857e-03	0.00000e+00	6.25528e-04	-2.19000e-01	1.87400e-03
foul	2.50000e-01	2.50000e-01	1.82159e+00	3.03030e-02	-1.69142e-04	0.00000e+00	9.15689e-05	-2.50000e-01	3.01894e-04
fragile	1.88000e-01	1.88000e-01	5.21695e+00	6.25000e-02	-4.90024e-04	0.00000e+00	2.59445e-04	-3.12000e-01	1.09152e-03
frantic	7.05000e-01	7.05000e-01	7.17301e+00	3.21619e+00	4.91021e-05	0.00000e+00	7.18151e-04	2.05000e-01	7.18647e-05
frantically	7.17000e-01	7.17000e-01	1.11033e+01	5.15238e+00	1.16174e-04	0.00000e+00	1.13173e-03	2.17000e-01	1.79983e-04
freaked	7.03000e-01	7.03000e-01	5.55018e+00	5.99167e+00	8.46952e-04	0.00000e+00	9.60155e-04	2.03000e-01	1.22749e-03
freakingout	7.81000e-01	7.81000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.81000e-01	0.00000e+00
fright	8.53000e-01	8.53000e-01	4.40893e+00	1.84286e+00	-7.61445e-07	0.00000e+00	4.25944e-04	3.53000e-01	-1.91900e-06
frighten	8.28000e-01	8.28000e-01	1.02143e+01	6.15341e+00	4.33304e-04	0.00000e+00	1.20433e-03	3.28000e-01	1.01468e-03
frightened	8.44000e-01	8.44000e-01	1.83469e+01	2.00255e+01	2.85033e-03	0.00000e+00	3.19924e-03	3.44000e-01	7.00028e-03
frightening	8.44000e-01	8.44000e-01	1.48654e+01	1.59574e+01	2.24755e-03	0.00000e+00	2.56120e-03	3.44000e-01	5.51988e-03
frightful	8.12000e-01	8.12000e-01	1.04605e+00	1.50000e+00	2.45240e-04	0.00000e+00	2.23769e-04	3.12000e-01	5.46271e-04
fugitive	7.03000e-01	7.03000e-01	8.28665e-01	6.25000e-02	-6.56955e-05	0.00000e+00	4.72806e-05	2.03000e-01	-9.52123e-05
gameday	1.25000e-01	1.25000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.75000e-01	0.00000e+00
gash	7.03000e-01	7.03000e-01	1.01333e+00	3.29000e+00	6.61761e-04	0.00000e+00	4.28866e-04	2.03000e-01	9.59089e-04
gent	1.41000e-01	1.41000e-01	3.42105e-01	0.00000e+00	-3.30801e-05	0.00000e+00	1.65401e-05	-3.59000e-01	8.47858e-05
ghastly	8.36000e-01	8.36000e-01	1.27912e+00	0.00000e+00	-1.23686e-04	0.00000e+00	6.18428e-05	3.36000e-01	-2.96702e-04
ghostly	7.54000e-01	7.54000e-01	6.30327e+00	2.77778e-02	-6.03085e-04	0.00000e+00	3.07957e-04	2.54000e-01	-1.09364e-03
giant	2.97000e-01	2.97000e-01	1.34415e+02	2.94223e+01	-6.20299e-03	0.00000e+00	9.89588e-03	-2.03000e-01	8.98999e-03
gnome	1.88000e-01	1.88000e-01	3.07322e+00	0.00000e+00	-2.97167e-04	0.00000e+00	1.48584e-04	-3.12000e-01	6.61938e-04
god	9.40000e-02	9.40000e-02	2.54326e+01	5.33773e+00	-1.22660e-03	0.00000e+00	1.84592e-03	-4.06000e-01	3.55542e-03
gore	7.34000e-01	7.34000e-01	1.83152e+00	0.00000e+00	-1.77100e-04	0.00000e+00	8.85500e-05	2.34000e-01	-2.95867e-04
graded	7.50000e-02	7.50000e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-4.25000e-01	0.00000e+00
grades	9.40000e-02	9.40000e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-4.06000e-01	0.00000e+00
gradschool	6.20000e-02	6.20000e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-4.38000e-01	0.00000e+00
graduation	7.80000e-02	7.80000e-02	6.86730e+00	3.33333e+00	1.05715e-04	0.00000e+00	7.16896e-04	-4.22000e-01	-3.18500e-04
grenade	8.28000e-01	8.28000e-01	8.18980e+00	2.12000e+00	-3.02356e-04	0.00000e+00	6.40741e-04	3.28000e-01	-7.08033e-04
grisly	7.03000e-01	7.03000e-01	2.77778e-02	0.00000e+00	-2.68599e-06	0.00000e+00	1.34300e-06	2.03000e-01	-3.89280e-06
grounded	2.42000e-01	2.42000e-01	8.40336e-03	0.00000e+00	-8.12569e-07	0.00000e+00	4.06285e-07	-2.58000e-01	1.49672e-06
guard	2.50000e-01	2.50000e-01	9.78534e+01	1.66817e+01	-5.60976e-03	0.00000e+00	6.65713e-03	-2.50000e-01	1.00126e-02
guidelines	6.20000e-02	6.20000e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-4.38000e-01	0.00000e+00
guillotine	8.59000e-01	8.59000e-01	1.59002e+00	2.77778e-02	-1.47333e-04	0.00000e+00	8.00812e-05	3.59000e-01	-3.77621e-04
gun	7.34000e-01	7.34000e-01	1.39179e+02	4.88507e+01	-2.17710e-03	0.00000e+00	1.23694e-02	2.34000e-01	-3.63711e-03
gunmen	8.28000e-01	8.28000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.28000e-01	0.00000e+00
hag	2.50000e-01	2.50000e-01	3.07602e-01	1.61212e-01	7.48421e-06	0.00000e+00	3.34859e-05	-2.50000e-01	-1.33582e-05
harm	7.19000e-01	7.19000e-01	1.61798e+01	7.62273e+00	1.95769e-04	0.00000e+00	1.66240e-03	2.19000e-01	3.06090e-04
harmful	7.97000e-01	7.97000e-01	5.37610e+00	2.06250e+00	-4.35609e-05	0.00000e+00	4.98065e-04	2.97000e-01	-9.23667e-05
harrowing	7.03000e-01	7.03000e-01	4.09354e-02	1.00000e+00	2.26968e-04	0.00000e+00	1.17442e-04	2.03000e-01	3.28944e-04
hatred	7.03000e-01	7.03000e-01	2.49230e+00	3.18452e+00	4.94394e-04	0.00000e+00	4.88192e-04	2.03000e-01	7.16524e-04
havoc	7.19000e-01	7.19000e-01	2.22571e+00	1.00000e-01	-1.92124e-04	0.00000e+00	1.19154e-04	2.19000e-01	-3.00391e-04
hawk	1.25000e-01	1.25000e-01	1.39280e+00	0.00000e+00	-1.34678e-04	0.00000e+00	6.73388e-05	-3.75000e-01	3.60569e-04
hazard	7.50000e-01	7.50000e-01	4.72767e-01	4.24242e-01	5.22540e-05	0.00000e+00	7.18416e-05	2.50000e-01	9.32656e-05
hazardous	7.66000e-01	7.66000e-01	5.81549e-02	3.03030e-02	1.37442e-06	0.00000e+00	6.31054e-06	2.66000e-01	2.61013e-06
hearing	1.56000e-01	1.56000e-01	5.47166e+00	6.44444e-01	-3.80268e-04	0.00000e+00	3.38953e-04	-3.44000e-01	9.33920e-04
heartattack	8.12000e-01	8.12000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.12000e-01	0.00000e+00
heft	2.19000e-01	2.19000e-01	1.50388e-01	0.00000e+00	-1.45419e-05	0.00000e+00	7.27095e-06	-2.81000e-01	2.91735e-05
heighten	1.88000e-01	1.88000e-01	2.87802e+00	5.00000e-02	-2.66746e-04	0.00000e+00	1.44919e-04	-3.12000e-01	5.94175e-04
hell	8.60000e-01	8.60000e-01	7.37211e+01	2.05299e+01	-2.38763e-03	0.00000e+00	5.93470e-03	3.60000e-01	-6.13665e-03
hellish	8.28000e-01	8.28000e-01	1.09488e+00	1.52361e+00	2.45971e-04	0.00000e+00	2.28856e-04	3.28000e-01	5.75995e-04
helmet	9.40000e-02	9.40000e-02	1.09798e+01	2.15996e+00	-5.62914e-04	0.00000e+00	7.80247e-04	-4.06000e-01	1.63166e-03
help	2.03000e-01	2.03000e-01	5.24629e+02	1.43006e+02	-1.77056e-02	0.00000e+00	4.18766e-02	-2.97000e-01	3.75431e-02
hemorrhage	8.07000e-01	8.07000e-01	3.21898e-02	0.00000e+00	-3.11262e-06	0.00000e+00	1.55631e-06	3.07000e-01	-6.82222e-06
hide	2.97000e-01	2.97000e-01	2.11440e+02	8.94604e+01	2.13363e-04	0.00000e+00	2.05520e-02	-2.03000e-01	-3.09226e-04
highest	2.36000e-01	2.36000e-01	1.50512e-02	1.25000e-01	2.74103e-05	0.00000e+00	1.51606e-05	-2.64000e-01	-5.16631e-05
holiness	1.09000e-01	1.09000e-01	2.75482e-03	0.00000e+00	-2.66379e-07	0.00000e+00	1.33190e-07	-3.91000e-01	7.43600e-07
holocaust	9.06000e-01	9.06000e-01	1.04333e+00	0.00000e+00	-1.00886e-04	0.00000e+00	5.04428e-05	4.06000e-01	-2.92427e-04
homework	1.09000e-01	1.09000e-01	1.76569e+01	4.86914e+00	-5.82938e-04	0.00000e+00	1.41588e-03	-3.91000e-01	1.62728e-03
homicidal	9.59000e-01	9.59000e-01	6.19706e-02	5.40000e-01	1.18708e-04	0.00000e+00	6.53461e-05	4.59000e-01	3.89003e-04
homicide	8.59000e-01	8.59000e-01	1.32064e-01	0.00000e+00	-1.27700e-05	0.00000e+00	6.38501e-06	3.59000e-01	-3.27302e-05
honest	4.70000e-02	4.70000e-02	2.08208e+01	6.66234e+00	-4.74777e-04	0.00000e+00	1.77589e-03	-4.53000e-01	1.53550e-03
hood	2.66000e-01	2.66000e-01	1.44584e+01	3.51948e+00	-5.85326e-04	0.00000e+00	1.10540e-03	-2.34000e-01	9.77858e-04
hooded	2.66000e-01	2.66000e-01	2.95520e-01	1.00000e+00	2.02350e-04	0.00000e+00	1.29751e-04	-2.34000e-01	-3.38050e-04
horrible	7.34000e-01	7.34000e-01	3.50824e+01	3.51752e+01	4.73056e-03	0.00000e+00	5.75759e-03	2.34000e-01	7.90296e-03
horrid	7.05000e-01	7.05000e-01	2.89374e+00	2.59091e+00	3.18496e-04	0.00000e+00	4.39060e-04	2.05000e-01	4.66143e-04
horrific	9.69000e-01	9.69000e-01	6.36635e+00	4.86400e+00	5.07626e-04	0.00000e+00	8.69412e-04	4.69000e-01	1.69972e-03
horrified	9.22000e-01	9.22000e-01	3.22951e+00	3.62333e+00	5.24442e-04	0.00000e+00	5.74500e-04	4.22000e-01	1.58005e-03
horrifying	9.06000e-01	9.06000e-01	7.46900e+00	5.32210e+00	5.06789e-04	0.00000e+00	9.75615e-04	4.06000e-01	1.46898e-03
horror	9.23000e-01	9.23000e-01	1.76946e+01	2.15975e+01	3.27643e-03	0.00000e+00	3.34921e-03	4.23000e-01	9.89471e-03
horrors	9.06000e-01	9.06000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.06000e-01	0.00000e+00
hostage	7.34000e-01	7.34000e-01	7.31972e+00	2.23333e+00	-1.92052e-04	0.00000e+00	6.11760e-04	2.34000e-01	-3.20845e-04
humanrights	1.72000e-01	1.72000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-3.28000e-01	0.00000e+00
hurricane	8.11000e-01	8.11000e-01	4.83019e+00	1.38333e+00	-1.47612e-04	0.00000e+00	3.93253e-04	3.11000e-01	-3.27750e-04
hurricanes	7.50000e-01	7.50000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e-01	0.00000e+00
hurry	2.03000e-01	2.03000e-01	5.12436e+01	1.02378e+01	-2.59087e-03	0.00000e+00	3.65960e-03	-2.97000e-01	5.49369e-03
hurryup	2.81000e-01	2.81000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.19000e-01	0.00000e+00
hyped	2.14000e-01	2.14000e-01	5.16917e-01	0.00000e+00	-4.99836e-05	0.00000e+00	2.49918e-05	-2.86000e-01	1.02060e-04
hyperventilate	7.34000e-01	7.34000e-01	1.05798e+00	3.33333e-01	-2.53269e-05	0.00000e+00	8.96387e-05	2.34000e-01	-4.23116e-05
hyperventilating	7.62000e-01	7.62000e-01	4.85437e-03	1.00000e-01	2.26232e-05	0.00000e+00	1.17810e-05	2.62000e-01	4.23172e-05
hysteria	7.97000e-01	7.97000e-01	8.50079e-01	1.00000e+00	1.48727e-04	0.00000e+00	1.56562e-04	2.97000e-01	3.15361e-04
hysterical	7.03000e-01	7.03000e-01	5.88560e+00	1.13810e+00	-3.06297e-04	0.00000e+00	4.15964e-04	2.03000e-01	-4.43916e-04
ihatespiders	8.59000e-01	8.59000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.59000e-01	0.00000e+00
imagination	1.41000e-01	1.41000e-01	2.31258e+01	3.36587e+00	-1.45890e-03	0.00000e+00	1.50672e-03	-3.59000e-01	3.73923e-03
immerse	2.66000e-01	2.66000e-01	3.92699e+00	1.00000e+00	-1.48797e-04	0.00000e+00	3.05324e-04	-2.34000e-01	2.48583e-04
immigrant	2.19000e-01	2.19000e-01	4.14546e-01	0.00000e+00	-4.00848e-05	0.00000e+00	2.00424e-05	-2.81000e-01	8.04170e-05
impatient	2.24000e-01	2.24000e-01	5.97182e+00	2.93968e-01	-5.09565e-04	0.00000e+00	3.22667e-04	-2.76000e-01	1.00408e-03
impatiently	2.50000e-01	2.50000e-01	1.16975e+00	0.00000e+00	-1.13109e-04	0.00000e+00	5.65547e-05	-2.50000e-01	2.01883e-04
imprisoned	8.11000e-01	8.11000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.11000e-01	0.00000e+00
imprisonment	7.50000e-01	7.50000e-01	1.27767e+00	1.00000e+00	1.07381e-04	0.00000e+00	1.77236e-04	2.50000e-01	1.91658e-04
incase	1.09000e-01	1.09000e-01	4.27899e+00	1.00000e+00	-1.82834e-04	0.00000e+00	3.22343e-04	-3.91000e-01	5.10382e-04
incurable	7.97000e-01	7.97000e-01	1.26464e-01	0.00000e+00	-1.22285e-05	0.00000e+00	6.11424e-06	2.97000e-01	-2.59293e-05
indecisive	2.50000e-01	2.50000e-01	7.49729e-01	0.00000e+00	-7.24956e-05	0.00000e+00	3.62478e-05	-2.50000e-01	1.29394e-04
indifference	2.50000e-01	2.50000e-01	9.69117e-01	2.00000e+00	3.68142e-04	0.00000e+00	2.77781e-04	-2.50000e-01	-6.57079e-04
inequality	2.34000e-01	2.34000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	-2.66000e-01	0.00000e+00
infant	6.70000e-02	6.70000e-02	5.82248e+00	3.75000e-01	-4.76412e-04	0.00000e+00	3.24803e-04	-4.33000e-01	1.47276e-03
infectious	7.03000e-01	7.03000e-01	1.13412e-01	5.00000e-01	1.04497e-04	0.00000e+00	6.32147e-05	2.03000e-01	1.51447e-04
inferno	7.66000e-01	7.66000e-01	3.49684e-01	2.50000e-01	2.39185e-05	0.00000e+00	4.57722e-05	2.66000e-01	4.54232e-05
infestation	7.16000e-01	7.16000e-01	8.60756e-01	0.00000e+00	-8.32315e-05	0.00000e+00	4.16157e-05	2.16000e-01	-1.28352e-04
inflation	2.97000e-01	2.97000e-01	3.08591e+00	0.00000e+00	-2.98394e-04	0.00000e+00	1.49197e-04	-2.03000e-01	4.32462e-04
injured	7.19000e-01	7.19000e-01	5.61900e-01	5.00000e-01	6.11296e-05	0.00000e+00	8.48981e-05	2.19000e-01	9.55779e-05
insect	2.50000e-01	2.50000e-01	1.11072e+01	3.86905e+00	-1.80558e-04	0.00000e+00	9.83742e-04	-2.50000e-01	3.22270e-04
insomnia	2.66000e-01	2.66000e-01	9.90133e+00	8.33333e-01	-7.64979e-04	0.00000e+00	5.74927e-04	-2.34000e-01	1.27799e-03
insomniac	2.34000e-01	2.34000e-01	2.22332e-02	0.00000e+00	-2.14986e-06	0.00000e+00	1.07493e-06	-2.66000e-01	4.08275e-06
instinctive	2.34000e-01	2.34000e-01	3.20846e-02	0.00000e+00	-3.10245e-06	0.00000e+00	1.55122e-06	-2.66000e-01	5.89180e-06
