post_id	insight	agency
C3C5E9	3.10559e-02	1.86335e-02
C3C61A	1.36187e-02	2.33463e-02
C3C66F	1.50905e-02	3.62173e-02
C3C68A	1.36986e-02	3.95738e-02
C3C72F	1.94611e-02	4.34132e-02
C3C73B	3.03030e-02	4.54545e-02
C3C791	2.49307e-02	2.63158e-02
C3C796	1.28617e-02	2.25080e-02
C3C7C9	3.03644e-02	5.46559e-02
C3C876	3.23559e-02	3.74115e-02
C3C892	3.01075e-02	1.93548e-02
C3C8AE	1.62602e-02	1.62602e-02
C3C92E	1.44092e-02	8.64553e-03
C3C930	3.70370e-02	1.48148e-02
C3CA3B	1.23457e-02	3.70370e-02
C3CA63	1.85185e-02	3.24074e-02
C3CA99	2.35988e-02	1.32743e-02
C3CAD7	2.00000e-02	3.77778e-02
C3CB47	6.36943e-03	3.18471e-02
C3CC52	7.26392e-03	4.84262e-03
C3CCDB	6.35838e-02	4.62428e-02
C3CCDC	2.14133e-02	2.14133e-02
C3CD49	2.24949e-02	2.65849e-02
C3CF48	3.64238e-02	2.98013e-02
C3CF99	2.50000e-02	4.00000e-02
C3D017	2.33723e-02	3.00501e-02
C3D0CF	9.30233e-03	2.79070e-02
C3D162	1.72662e-02	2.44604e-02
C3D172	2.91262e-02	2.91262e-02
C3D20D	2.45614e-02	4.56140e-02
C3D22A	2.64650e-02	2.45747e-02
C3D2BC	3.37079e-02	1.12360e-02
C3D2F5	1.42096e-02	1.42096e-02
C3D32F	2.88462e-02	9.61538e-03
C3D36A	6.12245e-02	0.00000e+00
C3D3A0	1.11111e-02	3.33333e-02
C3D3F2	2.84553e-02	2.03252e-02
C3D4E9	4.06977e-02	1.16279e-02
C3D4FE	3.88889e-02	3.88889e-02
C3D540	1.05820e-02	2.64550e-02
C3D553	5.12821e-02	5.12821e-02
C3D597	7.35294e-03	2.20588e-02
C3D59C	2.75591e-02	2.36220e-02
C3D5C0	3.47826e-02	8.69565e-03
C3D627	1.38122e-02	1.79558e-02
C3D69D	2.40838e-02	2.19895e-02
C3D702	4.01606e-02	4.41767e-02
C3D720	1.14943e-02	2.95567e-02
C3D750	2.89855e-02	7.24638e-03
C3D7F9	2.75482e-02	2.75482e-02
C3D7FC	1.02145e-02	2.86006e-02
C3D8BE	1.51515e-02	1.51515e-02
C3D995	0.00000e+00	2.23881e-02
C3DA6E	4.44444e-02	4.44444e-02
C3DAD2	6.66667e-02	1.11111e-02
C3DBF8	3.46476e-02	2.27001e-02
C3DC09	2.29885e-02	3.44828e-02
C3DD8C	4.61538e-02	4.61538e-02
C3DD96	3.91061e-02	1.11732e-02
C3DDB1	2.05279e-02	2.05279e-02
C3DDFC	1.46163e-02	2.43605e-02
C3DF6A	2.80612e-02	4.33673e-02
C3DF80	2.50000e-02	1.25000e-02
C3E033	2.74637e-02	1.77706e-02
C3E06F	1.49502e-02	3.15615e-02
C3E0F6	1.83486e-02	9.17431e-03
C3E174	1.19048e-02	2.38095e-02
C3E22A	0.00000e+00	0.00000e+00
C3E237	2.08333e-02	5.20833e-02
C3E246	1.55148e-02	2.96192e-02
C3E303	2.06718e-02	3.48837e-02
C3E3EE	1.36986e-02	0.00000e+00
C3E3F3	2.28137e-02	1.52091e-02
C3E425	2.37069e-02	2.04741e-02
C3E482	2.81690e-02	1.40845e-02
C3E4DA	1.63399e-02	3.59477e-02
C3E4F6	1.13636e-02	3.40909e-02
C3E5EB	1.87500e-02	3.12500e-02
C3E663	5.78035e-03	1.73410e-02
C3E699	3.87097e-02	5.16129e-02
C3E6BF	1.15830e-02	3.47490e-02
C3E6CC	3.27869e-02	1.63934e-02
C3E715	1.56250e-02	0.00000e+00
C3E866	4.12371e-02	2.06186e-02
C3E900	1.01010e-02	4.04040e-02
C3E943	2.50000e-02	1.25000e-02
C3E953	3.38983e-02	3.17797e-02
C3EB38	1.56250e-02	0.00000e+00
C3EB98	2.59067e-02	4.14508e-02
C3EBA6	1.58730e-02	7.93651e-03
C3EC5B	2.55319e-02	1.70213e-02
C3EC64	1.79856e-02	1.79856e-02
C3ECA7	4.49438e-02	3.08989e-02
C3ECCC	1.65631e-02	3.10559e-02
C3ED15	2.47934e-02	2.97521e-02
C3ED36	2.79898e-02	1.01781e-02
C3EE5A	1.51134e-02	3.02267e-02
C3EE8B	2.14067e-02	4.28135e-02
C3EED3	2.50000e-02	2.81250e-02
C3F083	1.57480e-02	4.33071e-02
C3F0F6	1.63132e-02	3.91517e-02
C3F1C8	1.69492e-02	2.71186e-02
C3F1F3	2.33516e-02	3.29670e-02
C3F2FB	2.60417e-02	1.04167e-02
C3F4DF	1.63934e-02	3.27869e-02
C3F543	1.99501e-02	2.24439e-02
C3F5B3	3.04878e-02	3.20122e-02
C3F5E2	1.63934e-02	0.00000e+00
C3F649	1.53061e-02	3.40136e-02
C3F68F	2.22222e-02	4.04040e-02
C3F70B	1.44928e-02	4.34783e-02
C3F76E	3.57143e-02	2.38095e-02
C3F847	3.19489e-02	3.19489e-02
C3F859	1.76211e-02	8.81057e-03
C3F899	4.44444e-02	3.70370e-02
C3F9FC	2.17391e-02	3.26087e-02
C3FA10	4.76190e-02	4.28571e-02
C3FA70	6.17284e-03	1.85185e-02
C3FABC	3.18772e-02	4.25030e-02
C3FBBE	2.42775e-02	3.35260e-02
C3FC57	1.91083e-02	9.55414e-03
C3FC61	4.30672e-02	3.99160e-02
C3FC65	2.25303e-02	1.55979e-02
C3FCD9	1.92308e-02	1.92308e-02
C3FD2A	2.48344e-02	2.64901e-02
C3FD72	1.16279e-02	2.32558e-02
C3FD79	2.90237e-02	2.11082e-02
C3FE09	2.22222e-02	2.22222e-02
C3FE4B	1.43885e-02	2.15827e-02
C3FE62	2.04461e-02	2.97398e-02
C3FEB0	2.12766e-02	3.90071e-02
C3FF1F	1.11111e-02	2.22222e-02
C3FF35	1.29870e-02	1.81818e-02
C4001C	3.52505e-02	2.96846e-02
C4004F	2.28013e-02	4.88599e-02
C401A9	1.47059e-02	1.47059e-02
C401E1	6.36943e-03	3.82166e-02
C401EA	0.00000e+00	3.90625e-03
C402A4	3.43699e-02	4.74632e-02
C40301	2.95699e-02	1.88172e-02
C40398	1.82648e-02	2.28311e-02
C403AD	2.01005e-02	5.02513e-03
C403DB	2.47934e-02	3.71901e-02
C40428	2.85714e-02	2.85714e-02
C4046D	1.85615e-02	2.55220e-02
C4051F	2.28758e-02	4.57516e-02
C40521	2.94118e-02	3.36134e-02
C40530	2.55474e-02	1.82482e-02
C405EC	1.23457e-02	1.48148e-02
C405ED	1.56522e-02	1.21739e-02
C406B0	2.28311e-02	1.82648e-02
C406C4	2.06186e-02	4.12371e-02
C406F6	3.34029e-02	2.19207e-02
C4072C	1.06007e-02	7.06714e-03
C4075E	1.65289e-02	1.37741e-02
C407F8	3.59281e-02	2.99401e-03
C4080B	9.25926e-03	5.55556e-02
C40817	3.40502e-02	1.97133e-02
C40837	2.27723e-02	3.66337e-02
C4084B	2.87253e-02	1.97487e-02
C40956	7.87402e-03	1.57480e-02
C40A0A	1.86335e-02	3.10559e-02
C40A41	2.06897e-02	2.06897e-02
C40AB2	2.00602e-02	3.91174e-02
C40B67	3.70370e-02	5.55556e-02
C40B69	2.00000e-02	2.53333e-02
C40BA9	3.50877e-02	1.05263e-01
C40C4A	2.35043e-02	2.56410e-02
C40C4D	1.80412e-02	2.96392e-02
C40C6B	3.77358e-02	3.96226e-02
C40CB4	2.02703e-02	2.70270e-02
C40CBB	2.43337e-02	3.12862e-02
C40E03	8.73362e-03	8.73362e-03
C40E73	2.15054e-02	2.15054e-02
C40F0A	1.51771e-02	3.20405e-02
C41071	2.33266e-02	1.21704e-02
C41076	1.75439e-02	1.75439e-02
C41214	1.69492e-02	3.38983e-02
C4121D	1.41844e-02	2.12766e-02
C4132A	2.38806e-02	0.00000e+00
C413B2	4.29799e-02	3.15186e-02
C413CD	4.20168e-02	4.20168e-02
C413D4	0.00000e+00	8.13008e-03
C4143C	1.49254e-02	3.58209e-02
C414D1	1.63934e-02	1.63934e-02
C414DE	1.12518e-02	1.68776e-02
C414FD	9.80392e-03	2.94118e-02
C41538	1.24224e-02	6.21118e-03
C4158A	4.30108e-02	2.15054e-02
C415E3	1.14943e-02	3.44828e-02
C4165E	3.10702e-02	1.95627e-02
C416F4	1.40845e-02	5.63380e-02
C4170B	1.17647e-02	5.88235e-03
C41734	2.72109e-02	3.40136e-02
C4177E	2.73973e-02	2.19178e-02
C418AF	1.94715e-02	2.22531e-02
C4192B	7.24638e-03	1.44928e-02
C419A6	1.40845e-02	1.40845e-02
C41A61	1.69205e-02	3.55330e-02
C41A74	4.45860e-02	2.67516e-02
C41A95	1.62162e-02	1.62162e-02
C41ADE	1.33333e-02	1.33333e-02
C41AF9	2.46479e-02	1.40845e-02
C41AFE	8.74636e-03	2.91545e-02
C41B29	6.06061e-02	1.51515e-02
C41B85	3.22086e-02	3.37423e-02
C41BBA	2.00000e-02	3.14286e-02
C41BC4	8.03213e-03	1.47256e-02
C41C6A	1.41509e-02	5.18868e-02
C41CCD	1.82648e-02	1.82648e-02
C41D69	3.07692e-02	3.07692e-02
C41D6A	2.46711e-02	4.76974e-02
C41DD2	2.68456e-02	1.67785e-02
C41E45	1.71429e-02	2.85714e-02
C41E67	1.93548e-02	6.12903e-02
C41E8F	1.56250e-02	5.20833e-03
C41F6A	1.85185e-02	9.25926e-03
C41F83	2.17822e-02	3.56436e-02
C41F8C	2.81250e-02	4.68750e-02
C420DE	6.36943e-03	6.36943e-03
C42101	7.85855e-03	1.57171e-02
C4211C	2.46305e-02	1.97044e-02
C42205	9.17431e-03	2.52294e-02
C4223A	1.31004e-02	1.31004e-02
C422AC	2.26415e-02	1.88679e-02
C422B5	1.95865e-02	1.95865e-02
C423B4	3.18379e-02	2.02605e-02
C423BD	2.31214e-02	2.89017e-02
C42464	3.01508e-02	5.02513e-03
C424F2	1.90840e-02	3.81679e-02
C42674	2.00445e-02	1.55902e-02
C42685	2.86976e-02	2.86976e-02
C426D1	4.09836e-02	1.63934e-02
C4271D	6.13497e-03	2.45399e-02
C4275B	2.00730e-02	2.00730e-02
C427EF	2.54237e-02	2.20339e-02
C42815	2.11268e-02	2.34742e-02
C42843	0.00000e+00	5.55556e-02
C428D5	2.27273e-02	3.03030e-02
C428F5	2.08333e-02	3.86905e-02
C42945	2.71605e-02	9.87654e-03
C4297D	9.13242e-03	3.65297e-02
C429A9	1.95312e-02	3.90625e-02
C42AB6	3.00429e-02	8.58369e-03
C42AE5	0.00000e+00	3.26797e-02
C42B26	2.63158e-02	2.63158e-02
C42B4B	1.23077e-02	2.92308e-02
C42B73	1.75439e-02	2.45614e-02
C42B7E	2.00211e-02	1.89673e-02
C42BA9	2.19780e-02	1.09890e-02
C42C28	2.70270e-02	4.05405e-02
C42C93	2.79188e-02	3.29949e-02
C42D24	2.63566e-02	2.32558e-02
C42D37	1.01695e-02	1.86441e-02
C42D8A	3.55872e-02	2.84698e-02
C42DE1	6.17284e-03	1.85185e-02
C42E16	9.41176e-03	1.64706e-02
C42EA8	2.54777e-02	1.27389e-02
C4301B	4.29185e-03	2.57511e-02
C430F8	1.75000e-02	2.50000e-02
C43106	2.80899e-02	3.93258e-02
C4310B	2.23577e-02	3.65854e-02
C432A1	2.80488e-02	1.82927e-02
C432DF	9.61538e-03	9.61538e-03
C432E2	7.51880e-03	0.00000e+00
C432EA	1.23457e-02	0.00000e+00
C433AF	3.89610e-02	2.59740e-02
C43455	1.37931e-02	5.51724e-02
C4352C	2.01005e-02	2.51256e-02
C43565	2.54777e-02	2.54777e-02
C43606	2.15054e-02	3.22581e-02
C436A6	2.91262e-02	3.88350e-02
C436B5	2.26244e-02	3.39367e-02
C43774	3.33333e-02	1.66667e-02
C43784	2.56410e-02	3.07692e-02
C4381B	2.33766e-02	5.19481e-02
C4382A	1.25000e-02	1.25000e-02
C43859	1.71569e-02	1.71569e-02
C438F0	6.32184e-02	1.72414e-02
C439E2	1.26904e-02	3.04569e-02
C439EF	2.95203e-02	2.02952e-02
C43AA8	1.57368e-02	2.00286e-02
C43AFE	5.12821e-02	1.70940e-02
C43B21	1.84049e-02	1.22699e-02
C43B32	2.36220e-02	7.87402e-03
C43B49	4.09836e-03	1.02459e-02
C43B53	9.70874e-03	9.70874e-03
C43B86	2.35602e-02	2.61780e-02
C43BC6	4.14747e-02	4.60829e-02
C43C4B	1.06007e-02	2.65018e-02
C43C65	2.57353e-02	3.30882e-02
C43C7D	1.87793e-02	1.40845e-02
C43CA8	0.00000e+00	1.42857e-02
C43D5F	0.00000e+00	7.14286e-03
C43E7E	2.99065e-02	3.17757e-02
C43ED7	1.32743e-02	1.76991e-02
C43F36	2.30608e-02	2.93501e-02
C43F57	4.70588e-02	3.82353e-02
C43FCA	4.35644e-02	2.37624e-02
C4400E	2.72109e-02	6.80272e-03
C4403C	2.71084e-02	1.20482e-02
C4403E	1.12360e-02	2.24719e-02
C442AB	2.36052e-02	2.78970e-02
C4434F	2.55474e-02	3.64964e-02
C44375	2.43902e-02	3.25203e-02
C44454	1.98300e-02	2.26629e-02
C445AC	0.00000e+00	1.75439e-02
C445CC	2.85714e-02	5.23810e-02
C44608	2.33794e-02	3.50691e-02
C44635	1.31579e-02	2.63158e-02
C44674	3.11284e-02	1.75097e-02
C446DE	1.07527e-02	5.37634e-03
C446E4	1.01138e-02	2.40202e-02
C446EE	3.60000e-02	4.00000e-02
C4470D	2.48619e-02	1.65746e-02
C4471F	1.91638e-02	3.31010e-02
C44726	9.61538e-03	2.16346e-02
C4479E	3.45912e-02	2.98742e-02
C44869	1.87696e-02	1.98123e-02
C448BB	2.35294e-02	2.35294e-02
C448F6	9.17431e-03	3.05810e-02
C448F9	1.76768e-02	5.05051e-03
C44908	1.36364e-02	3.18182e-02
C449B8	7.16846e-03	1.07527e-02
C44A25	1.28205e-02	2.56410e-02
C44A34	1.42487e-02	2.59067e-02
C44B89	3.54430e-02	2.15190e-02
C44C2A	1.13636e-02	2.84091e-02
C44C5B	0.00000e+00	5.37634e-02
C44C61	1.65289e-02	1.37741e-02
C44D2F	1.76600e-02	1.54525e-02
C44D69	2.01613e-02	1.41129e-02
C44DB9	3.93375e-02	4.55487e-02
C44E3C	1.88088e-02	2.50784e-02
C44E5F	2.18978e-02	2.91971e-02
C44E8F	1.63265e-02	1.22449e-02
C44E91	2.91667e-02	2.50000e-02
C44FC1	4.02685e-02	2.01342e-02
C44FCB	3.46821e-02	2.89017e-02
C4508C	3.12500e-02	5.46875e-02
C450E2	1.66667e-02	3.33333e-02
C450F1	3.75000e-02	2.91667e-02
C45137	2.96896e-02	3.64372e-02
C451C1	1.14613e-02	3.00860e-02
C451CE	1.21359e-02	1.45631e-02
C45203	3.56347e-02	1.11359e-02
C45228	2.87611e-02	3.98230e-02
C45312	2.86678e-02	2.52951e-02
C45331	2.85714e-02	2.85714e-02
C453BB	0.00000e+00	2.11268e-02
C453D4	1.51515e-02	3.78788e-02
C45450	1.95440e-02	5.86319e-02
C45477	3.37079e-02	4.49438e-02
C454A6	1.47059e-02	7.35294e-03
C454CD	2.60000e-02	1.20000e-02
C454D5	1.93548e-02	3.87097e-02
C4553D	2.42718e-02	1.94175e-02
C455C2	2.41287e-02	3.48525e-02
C4560C	8.00000e-03	2.40000e-02
C4562C	9.96016e-03	1.99203e-02
C456A8	4.77327e-03	1.90931e-02
C4578B	2.53749e-02	2.42215e-02
C457C8	1.04167e-02	5.20833e-02
C45933	9.50119e-03	2.61283e-02
C459D0	2.09205e-02	2.51046e-02
C45A16	1.33333e-02	2.66667e-02
C45A5F	1.96078e-02	5.39216e-02
C45AFB	2.53165e-02	1.68776e-02
C45BDC	3.52113e-02	3.52113e-03
C45C33	1.45985e-02	2.18978e-02
C45C53	1.89873e-02	1.39241e-02
C45CDA	1.28205e-02	1.28205e-02
C45E6C	2.84553e-02	3.65854e-02
C45EC7	1.45455e-02	1.81818e-02
C45F39	0.00000e+00	5.60748e-02
C45FAF	2.98507e-02	2.98507e-02
C45FB2	3.46260e-02	4.70914e-02
C45FD9	1.63043e-02	2.17391e-02
C46050	2.95983e-02	2.11416e-02
C46053	1.25448e-02	3.40502e-02
C46062	2.36220e-02	2.36220e-02
C46149	9.73236e-03	9.73236e-03
C4614E	2.38095e-02	7.14286e-02
C462A4	3.29670e-02	1.09890e-02
C462C9	1.47059e-02	0.00000e+00
C46349	2.10970e-02	1.26582e-02
C4638B	2.45098e-03	1.96078e-02
C4638E	1.51515e-02	1.51515e-02
C463E9	2.52525e-02	3.53535e-02
C463EF	1.56986e-02	1.25589e-02
C466C1	2.51572e-02	2.51572e-02
C466D8	6.73077e-02	3.84615e-02
C46780	3.40909e-02	4.54545e-02
C46782	2.35294e-02	1.64706e-02
C4681E	3.56083e-02	1.18694e-02
C469EE	4.76190e-02	3.17460e-02
C46A3A	5.97015e-02	2.98507e-02
C46A5F	1.91083e-02	3.82166e-02
C46A65	1.46520e-02	2.93040e-02
C46A81	2.68041e-02	1.85567e-02
C46AB6	2.52525e-02	1.51515e-02
C46AC6	1.76991e-02	8.84956e-03
C46AFD	3.31754e-02	1.65877e-02
C46B48	0.00000e+00	0.00000e+00
C46B4A	7.31707e-02	4.87805e-02
C46BBB	8.62069e-03	3.01724e-02
C46C75	2.14592e-02	2.57511e-02
C46D53	1.07239e-02	4.55764e-02
C46D6A	7.81250e-03	1.56250e-02
C46D85	1.14613e-02	2.00573e-02
C46E10	1.57480e-02	4.33071e-02
C46EAA	0.00000e+00	0.00000e+00
C46ED1	1.13960e-02	1.13960e-02
C46F3B	0.00000e+00	1.42857e-02
C4704B	3.11111e-02	1.77778e-02
C47054	7.72798e-03	1.70015e-02
C47087	1.78571e-02	3.57143e-02
C47119	1.30890e-02	1.83246e-02
C47170	2.52708e-02	3.24910e-02
C471AB	1.83824e-02	2.02206e-02
C471D1	1.83946e-02	1.50502e-02
C4724C	1.66667e-02	1.25000e-02
C47260	2.06718e-02	2.32558e-02
C4729B	5.58659e-03	2.23464e-02
C473B8	1.81818e-02	3.18182e-02
C473D2	1.28755e-02	1.28755e-02
C473E3	1.27389e-02	0.00000e+00
C4747B	2.15385e-02	1.23077e-02
C474A1	4.10959e-02	4.10959e-02
C474B1	1.86441e-02	2.20339e-02
C474B5	1.57895e-02	2.63158e-02
C47510	2.43902e-02	3.65854e-02
C477AD	1.48699e-02	1.11524e-02
C47841	8.40336e-03	3.36134e-02
C47850	1.56250e-02	1.56250e-02
C47910	2.14521e-02	2.47525e-02
C479A3	1.02975e-02	3.66133e-02
C47A25	1.49254e-02	2.15589e-02
C47A34	1.41956e-02	1.10410e-02
C47C39	3.19149e-02	2.12766e-02
C47C4F	1.78218e-02	4.15842e-02
C47C96	1.68539e-02	1.96629e-02
C47CBA	5.27578e-02	4.55635e-02
C47CEF	2.51046e-02	2.51046e-02
C47E19	3.41880e-02	3.41880e-02
C47E4C	6.01504e-02	2.25564e-02
C47E6C	7.22022e-03	1.80505e-02
C47E92	9.98004e-03	1.79641e-02
C47EC3	0.00000e+00	3.15789e-02
C47EE4	4.32432e-02	3.51351e-02
C47F80	1.85185e-02	6.17284e-03
C47F92	4.59770e-02	1.72414e-02
C47FDC	1.06762e-02	2.13523e-02
C48018	2.60664e-02	4.26540e-02
C48121	4.14508e-02	0.00000e+00
C481C9	6.87285e-03	0.00000e+00
C48393	3.57143e-02	0.00000e+00
C48436	9.61538e-03	0.00000e+00
C4846A	3.47826e-02	4.34783e-03
C48519	2.12389e-02	3.36283e-02
C485AD	9.85222e-03	1.47783e-02
C4862B	6.96864e-03	3.13589e-02
C486DD	1.22399e-02	2.32558e-02
C48746	1.74825e-02	2.09790e-02
C48751	1.56919e-02	4.42225e-02
C48816	9.61538e-03	1.92308e-02
C48874	2.38612e-02	1.95228e-02
C488A8	0.00000e+00	3.09278e-02
C488B5	2.41546e-02	1.93237e-02
C48910	0.00000e+00	1.21951e-02
C4892D	0.00000e+00	0.00000e+00
C48935	5.67686e-02	1.31004e-02
C489B9	0.00000e+00	0.00000e+00
C489BC	0.00000e+00	0.00000e+00
C48A57	1.55440e-02	7.77202e-03
C48A5E	1.06952e-02	2.31729e-02
C48AD3	3.88601e-03	2.20207e-02
C48B39	3.37079e-02	5.61798e-02
C48B50	1.78571e-02	1.19048e-02
C48B67	2.85132e-02	1.01833e-02
C48BD1	1.80180e-02	1.80180e-02
C48BFA	1.88679e-02	3.77358e-02
C48C41	3.67171e-02	3.45572e-02
C48CBE	3.93701e-02	7.87402e-03
C48CFE	4.00000e-02	0.00000e+00
C48D5A	2.00803e-02	2.00803e-02
C48D65	2.77008e-02	2.77008e-02
C48D8A	2.03488e-02	1.45349e-02
C48E04	1.14943e-02	5.74713e-03
C48E2E	1.24481e-02	1.65975e-02
C48E4B	1.92308e-02	4.32692e-02
C48E89	2.56000e-02	1.92000e-02
C48E92	1.78571e-02	2.57937e-02
C48E97	2.23881e-02	1.86567e-02
C48F2C	2.18978e-02	5.83942e-02
C48F2D	1.74825e-02	2.09790e-02
C48F40	9.46372e-03	1.89274e-02
C48F95	1.58311e-02	2.90237e-02
C49012	2.33645e-02	1.55763e-02
C49063	3.84615e-02	2.30769e-02
C49096	2.36887e-02	2.87648e-02
C49102	1.13636e-02	5.68182e-02
C491E3	9.00901e-03	2.02703e-02
C4929A	9.77995e-03	2.20049e-02
C49303	1.61290e-02	1.61290e-02
C493AD	2.73973e-02	3.65297e-02
C49453	6.75676e-03	6.75676e-03
C495DA	1.46520e-02	1.83150e-02
C49723	2.31362e-02	2.69923e-02
C4976C	3.19635e-02	2.28311e-02
C497F0	1.34771e-02	2.15633e-02
C497F2	1.87500e-02	1.66667e-02
C498BD	1.32013e-02	1.98020e-02
C49919	1.20482e-02	1.92771e-02
C49920	5.46448e-03	1.09290e-02
C49921	3.87409e-02	1.33172e-02
C49934	0.00000e+00	0.00000e+00
C49A1D	1.48515e-02	9.90099e-03
C49A40	0.00000e+00	2.09790e-02
C49B3A	3.55556e-02	3.11111e-02
C49B87	1.18110e-02	2.36220e-02
C49C65	1.20482e-02	1.80723e-02
C49D6F	1.40515e-02	4.21546e-02
C49E7E	1.31579e-02	1.31579e-02
C49EFD	2.85714e-02	2.14286e-02
C49FBC	1.70455e-02	3.40909e-02
C4A1F8	1.74927e-02	2.04082e-02
C4A20C	2.05950e-02	3.43249e-02
C4A25F	2.39726e-02	5.47945e-02
C4A40D	4.78469e-03	9.56938e-03
C4A43A	2.91971e-02	5.10949e-02
C4A444	1.93370e-02	1.10497e-02
C4A4B8	1.66667e-02	3.33333e-02
C4A5D0	1.75439e-02	2.92398e-02
C4A653	4.38413e-02	4.59290e-02
C4A6D8	2.11082e-02	2.90237e-02
C4A6DC	1.91257e-02	3.00546e-02
C4A719	2.31214e-02	5.78035e-03
C4A71B	2.75862e-02	5.51724e-02
C4A742	4.44444e-02	1.66667e-02
C4A7D7	2.65487e-02	4.42478e-02
C4A807	1.20846e-02	9.06344e-03
C4A80F	1.85185e-02	2.40741e-02
C4A82D	7.32601e-03	2.56410e-02
C4A8FE	0.00000e+00	2.83688e-02
C4A906	1.87970e-02	3.00752e-02
C4A909	4.34783e-03	1.73913e-02
C4AA55	2.46914e-03	5.18519e-02
C4AA66	2.46305e-02	2.62726e-02
C4AA86	3.36134e-02	3.78151e-02
C4AAAE	1.35635e-02	2.09618e-02
C4AB3D	1.27660e-02	2.12766e-02
C4AB92	2.98507e-02	2.98507e-02
C4AC2D	1.75439e-02	3.50877e-02
C4AC9A	5.12821e-03	1.02564e-02
C4ACB4	2.71647e-02	3.90492e-02
C4ACB7	3.25203e-02	2.43902e-02
C4ACD2	4.51613e-02	3.22581e-02
C4AD5C	1.15830e-02	1.93050e-02
C4ADAA	2.18341e-02	1.96507e-02
C4ADDB	2.75862e-02	3.10345e-02
C4AE82	1.25000e-02	3.75000e-02
C4AE96	3.27869e-02	2.45902e-02
C4AF08	1.80723e-02	1.80723e-02
C4B024	4.44915e-02	1.27119e-02
C4B037	1.86335e-02	2.79503e-02
C4B067	4.65116e-03	6.97674e-03
C4B0AB	1.29199e-02	3.35917e-02
C4B103	3.93443e-02	2.95082e-02
C4B1AB	1.43149e-02	1.02249e-02
C4B28B	2.54237e-02	1.69492e-02
C4B414	8.03213e-03	2.40964e-02
C4B485	2.82258e-02	2.01613e-02
C4B5AF	2.36967e-02	2.96209e-02
C4B5C0	3.32370e-02	2.02312e-02
C4B652	7.46269e-03	2.23881e-02
C4B698	4.00000e-02	5.00000e-02
C4B6A8	9.21659e-03	9.21659e-03
C4B742	3.70370e-02	3.70370e-02
C4B812	4.00000e-02	3.47368e-02
C4B918	1.68067e-02	8.40336e-03
C4B94D	1.68350e-02	3.03030e-02
C4B9A6	1.09489e-02	1.09489e-02
C4B9F7	1.92308e-02	6.41026e-02
C4BA06	7.78210e-03	1.94553e-02
C4BAFE	2.11640e-02	2.38095e-02
C4BAFF	3.27869e-02	4.37158e-02
C4BB11	1.87617e-02	2.06379e-02
C4BB32	2.00000e-02	3.33333e-02
C4BB38	9.47867e-03	2.36967e-02
C4BB46	1.02564e-02	1.53846e-02
C4BC16	1.30719e-02	1.30719e-02
C4BCB4	3.38983e-02	4.06780e-02
C4BCB6	2.12766e-02	3.19149e-02
C4BCCE	1.89394e-02	1.13636e-02
C4BCF1	1.74825e-02	0.00000e+00
C4BDA9	2.98805e-02	3.38645e-02
C4BDFD	1.30435e-02	4.34783e-02
C4BE7D	0.00000e+00	3.70370e-02
C4BECE	1.72043e-02	4.30108e-02
C4BF73	1.54185e-02	4.51542e-02
C4C013	2.17391e-02	3.04348e-02
C4C05F	2.20441e-02	3.00601e-02
C4C061	2.18447e-02	2.54854e-02
C4C0E2	2.67062e-02	4.15430e-02
C4C298	6.89655e-03	3.79310e-02
C4C2C5	1.03806e-02	2.07612e-02
C4C363	2.63158e-02	2.10526e-02
C4C38F	1.99601e-02	4.19162e-02
C4C468	2.89855e-02	2.89855e-02
C4C525	3.34262e-02	2.22841e-02
C4C574	2.10526e-02	2.10526e-02
C4C677	3.41880e-02	1.53846e-02
C4C67F	7.29927e-03	9.73236e-03
C4C693	3.28467e-02	3.64964e-03
C4C6A9	2.30769e-02	2.30769e-02
C4C6D1	2.29885e-02	7.66284e-03
C4C7A8	1.93322e-02	1.58172e-02
C4C7ED	3.88601e-02	3.36788e-02
C4C8D7	7.00000e-02	5.00000e-02
C4CA34	3.93120e-02	1.47420e-02
C4CBBA	1.86047e-02	1.39535e-02
C4CC29	1.69671e-02	2.75716e-02
C4CC46	4.52675e-02	1.23457e-02
C4CC78	1.22549e-02	3.18627e-02
C4CD0C	2.36220e-02	3.54331e-02
C4CDC6	4.85075e-02	1.86567e-02
C4CE14	3.03030e-02	4.32900e-03
C4CE8A	1.83333e-02	2.83333e-02
C4CF6E	3.02691e-02	3.69955e-02
C4CFE9	1.78571e-02	2.23214e-02
C4D029	3.14136e-02	2.61780e-02
C4D06C	2.17391e-02	2.89855e-02
C4D109	1.72712e-02	2.07254e-02
C4D158	4.31655e-02	2.39808e-02
C4D1FE	1.19048e-02	5.95238e-03
C4D339	3.03030e-02	4.04040e-02
C4D37C	0.00000e+00	1.23457e-02
C4D399	1.30435e-02	2.60870e-02
C4D3C9	2.99401e-02	2.39521e-02
C4D3D1	0.00000e+00	5.00000e-02
C4D471	2.20386e-02	1.65289e-02
C4D4B9	6.94444e-03	2.77778e-02
C4D4C4	2.58732e-02	2.71669e-02
C4D4E8	2.46479e-02	2.81690e-02
C4D56D	2.76498e-02	1.84332e-02
C4D572	8.33333e-03	3.33333e-02
C4D5B4	2.24215e-02	8.96861e-03
C4D66D	2.50991e-02	5.68032e-02
C4D6FA	2.80255e-02	2.67516e-02
C4D78E	1.69492e-02	2.25989e-02
