post_id	insight	agency
A9A06D	5.00000e-02	3.33333e-02
A9A0C8	0.00000e+00	0.00000e+00
A9A170	1.25628e-02	3.26633e-02
A9A178	1.67598e-02	2.23464e-02
A9A18B	2.42915e-02	2.42915e-02
A9A397	3.32481e-02	1.79028e-02
A9A4BC	1.14286e-02	2.85714e-03
A9A5E2	8.75274e-03	6.56455e-02
A9A5FB	8.09717e-03	3.23887e-02
A9A5FF	2.11082e-02	4.48549e-02
A9A62A	1.43369e-02	2.15054e-02
A9A661	2.45902e-02	2.45902e-02
A9A8A9	3.70370e-02	0.00000e+00
A9AA9A	3.78788e-02	7.57576e-03
A9AB37	6.34921e-02	0.00000e+00
A9ABA4	3.18979e-02	2.07337e-02
A9AC3C	4.47761e-02	2.23881e-02
A9AEC2	3.51351e-02	3.51351e-02
A9AF00	1.58730e-02	7.93651e-03
A9AF21	1.87500e-02	4.68750e-02
A9B05D	1.75781e-02	2.34375e-02
A9B060	2.65487e-02	3.53982e-02
A9B117	1.69903e-02	2.42718e-02
A9B12A	1.60350e-02	3.35277e-02
A9B1E5	1.50150e-02	3.00300e-02
A9B1FC	2.00573e-02	1.71920e-02
A9B202	1.96657e-02	3.34317e-02
A9B22A	2.33463e-02	3.50195e-02
A9B280	1.71429e-02	4.57143e-02
A9B307	2.88184e-02	3.17003e-02
A9B35A	3.71230e-02	4.52436e-02
A9B372	1.62162e-02	3.24324e-02
A9B468	0.00000e+00	0.00000e+00
A9B483	1.35135e-02	2.02703e-02
A9B597	2.33766e-02	2.85714e-02
A9B5AA	1.02041e-02	2.18659e-02
A9B5F6	1.66667e-02	1.11111e-02
A9B691	7.88644e-03	1.26183e-02
A9B6B4	1.25000e-02	0.00000e+00
A9B6D0	3.25815e-02	1.75439e-02
A9B76B	2.02977e-02	1.75913e-02
A9B817	1.20000e-02	2.00000e-02
A9B851	1.70940e-02	1.70940e-02
A9B8A1	3.87597e-02	6.20155e-02
A9B8BE	1.63934e-02	1.63934e-02
A9B90E	2.46914e-02	3.49794e-02
A9B9D9	5.19481e-03	1.29870e-02
A9BA31	1.35593e-02	2.03390e-02
A9BA6D	6.89655e-03	1.37931e-02
A9BB12	2.17391e-02	6.52174e-02
A9BD03	1.69492e-02	1.12994e-02
A9BD0D	0.00000e+00	4.28571e-02
A9BD2F	2.37838e-02	4.00000e-02
A9BD4E	6.28931e-03	1.88679e-02
A9BD9D	3.22581e-02	7.52688e-02
A9BFA8	3.26087e-02	1.08696e-02
A9C05B	0.00000e+00	3.12500e-02
A9C089	4.93827e-02	1.23457e-02
A9C116	3.00300e-02	1.20120e-02
A9C1E4	2.35294e-02	3.52941e-02
A9C1F8	1.29870e-02	1.29870e-02
A9C208	1.29032e-02	5.16129e-02
A9C212	3.03030e-02	6.06061e-03
A9C29B	1.66667e-02	5.00000e-02
A9C2B7	2.60736e-02	3.22086e-02
A9C33C	0.00000e+00	9.43396e-03
A9C399	7.27273e-03	2.90909e-02
A9C542	1.11732e-02	1.67598e-02
A9C56C	1.70940e-02	2.56410e-02
A9C57D	1.12360e-02	1.68539e-02
A9C5F6	1.61290e-02	9.67742e-02
A9C6DF	2.43902e-02	1.62602e-02
A9C749	3.23741e-02	1.61871e-02
A9C7D5	3.92157e-02	2.74510e-02
A9C8D5	2.63591e-02	2.47117e-02
A9C8F2	6.57895e-03	1.97368e-02
A9CA22	2.35546e-02	4.49679e-02
A9CA4B	2.78481e-02	3.03797e-02
A9CAC4	1.77778e-02	1.33333e-02
A9CB21	2.18978e-02	0.00000e+00
A9CB4C	3.22581e-02	1.61290e-02
A9CB80	2.40964e-02	1.20482e-02
A9CB91	1.86916e-02	3.17757e-02
A9CC61	9.49367e-03	1.89873e-02
A9CC77	1.14123e-02	8.55920e-03
A9CC88	2.68456e-02	2.68456e-02
A9CCDE	1.59817e-02	2.28311e-02
A9CCFD	2.41255e-02	2.77443e-02
A9CD3A	3.89344e-02	4.50820e-02
A9CD4D	0.00000e+00	3.00000e-02
A9CD9C	1.30548e-02	3.91645e-02
A9D044	1.00604e-02	2.81690e-02
A9D0AF	1.73745e-02	2.12355e-02
A9D1C8	3.32226e-02	1.66113e-02
A9D1E0	0.00000e+00	1.69492e-02
A9D1E7	8.88889e-03	1.33333e-02
A9D1F5	1.67364e-02	2.92887e-02
A9D246	9.99001e-03	1.89810e-02
A9D255	1.55844e-02	2.07792e-02
A9D338	0.00000e+00	2.56410e-02
A9D36A	2.19561e-02	1.79641e-02
A9D3E9	0.00000e+00	4.04040e-02
A9D553	1.16279e-02	1.16279e-02
A9D566	2.39234e-02	2.15311e-02
A9D64E	3.17003e-02	2.44957e-02
A9D6B0	1.53846e-02	1.66667e-02
A9D6B4	9.38086e-03	3.75235e-02
A9D6D2	2.04082e-02	3.06122e-02
A9D6E4	3.50000e-02	1.00000e-02
A9D76D	3.75000e-02	3.95833e-02
A9D80C	1.86125e-02	2.03046e-02
A9D8D0	7.50000e-03	3.50000e-02
A9D8EB	2.05479e-02	1.91781e-02
A9D8FB	5.40541e-02	2.70270e-02
A9D949	8.77193e-03	4.67836e-02
A9D98D	2.90237e-02	3.16623e-02
A9DA5A	2.76074e-02	3.37423e-02
A9DB77	1.67939e-02	2.74809e-02
A9DBA4	2.65487e-02	3.98230e-02
A9DBAE	1.07143e-02	3.21429e-02
A9DBF2	4.90196e-02	2.94118e-02
A9DBFE	1.44928e-02	2.35507e-02
A9DC11	1.53374e-02	3.06748e-02
A9DC90	2.13904e-02	3.20856e-02
A9DC96	2.10970e-02	4.21941e-02
A9DCB2	2.37467e-02	2.11082e-02
A9DCB6	2.41935e-02	2.41935e-02
A9DCE6	5.00000e-02	1.00000e-02
A9DD41	7.54717e-03	3.77358e-03
A9DEEC	2.81690e-02	7.04225e-03
A9DF1B	2.99145e-02	2.56410e-02
A9DFA0	1.08303e-02	1.44404e-02
A9DFB0	2.04082e-02	3.67347e-02
A9DFBA	1.56986e-02	2.98273e-02
A9DFCD	1.29032e-02	1.93548e-02
A9DFFD	1.27796e-02	1.59744e-02
A9E034	1.44928e-02	2.89855e-02
A9E1B5	1.30293e-02	2.60586e-02
A9E1CB	4.10959e-02	1.36986e-02
A9E1FB	1.21212e-02	0.00000e+00
A9E210	8.32342e-03	2.25922e-02
A9E2C6	5.26316e-02	2.63158e-02
A9E2EB	1.44928e-02	4.34783e-02
A9E377	2.44898e-02	1.63265e-02
A9E382	3.16456e-02	3.79747e-02
A9E3B3	1.25392e-02	1.88088e-02
A9E4DB	3.80952e-02	3.17460e-02
A9E55D	0.00000e+00	1.92308e-02
A9E5AF	1.97842e-02	3.59712e-02
A9E5BF	0.00000e+00	0.00000e+00
A9E5CB	4.13793e-02	2.52874e-02
A9E627	7.57576e-03	7.57576e-03
A9E62A	3.03644e-02	3.84615e-02
A9E642	1.38568e-02	2.77136e-02
A9E666	3.97644e-02	6.03829e-02
A9E689	4.45545e-02	1.48515e-02
A9E708	2.83688e-02	3.12057e-02
A9E742	0.00000e+00	2.59740e-02
A9E812	2.58065e-02	2.58065e-02
A9E849	1.62602e-02	2.90360e-02
A9E8B4	1.03093e-02	1.03093e-02
A9E8D8	2.68817e-02	2.15054e-02
A9E92B	3.08642e-02	2.46914e-02
A9E948	2.71903e-02	6.04230e-03
A9E988	4.44444e-02	2.22222e-02
A9E990	1.60428e-02	2.13904e-02
A9E9AF	1.66667e-02	3.88889e-02
A9EA33	2.30263e-02	1.31579e-02
A9EA46	2.76243e-02	1.38122e-02
A9EA8B	2.72926e-02	3.71179e-02
A9EA9E	2.30643e-02	2.14168e-02
A9EAAD	5.45455e-02	1.81818e-02
A9EACF	2.80899e-02	1.31086e-02
A9EB54	1.70576e-02	2.87846e-02
A9EBE6	2.46002e-02	5.04305e-02
A9EC0A	1.78571e-02	0.00000e+00
A9EC2C	1.07239e-02	2.81501e-02
A9EC3F	2.75735e-02	1.10294e-02
A9EC42	2.63488e-02	2.00753e-02
A9EC5F	1.72786e-02	2.15983e-02
A9ECCA	1.08460e-02	2.16920e-02
A9ECEA	1.42857e-02	1.42857e-02
A9EDB1	1.23457e-02	1.23457e-02
A9EDD7	1.10193e-02	1.92837e-02
A9EDF7	8.77193e-03	3.94737e-02
A9EE5F	1.29870e-02	3.89610e-02
A9EEA6	1.21655e-02	3.16302e-02
A9EF1A	4.08163e-02	1.02041e-02
A9EF3B	2.84974e-02	2.59067e-02
A9EF67	3.87097e-02	1.29032e-02
A9EFD4	3.03030e-02	0.00000e+00
A9EFD7	4.79115e-02	2.82555e-02
A9F045	5.89888e-02	2.24719e-02
A9F06B	1.07527e-02	2.15054e-02
A9F097	5.00000e-02	3.00000e-02
A9F13A	4.37500e-02	3.75000e-02
A9F2C7	4.00000e-02	8.00000e-03
A9F2EF	2.39521e-02	0.00000e+00
A9F32E	5.00000e-03	1.50000e-02
A9F393	1.44928e-02	0.00000e+00
A9F42F	1.78571e-02	2.67857e-02
A9F44A	1.06383e-02	5.31915e-02
A9F474	2.72374e-02	1.94553e-02
A9F4D8	5.91806e-02	4.55235e-02
A9F517	1.98347e-02	1.48760e-02
A9F5AA	7.04225e-03	1.40845e-02
A9F5D1	0.00000e+00	2.72727e-02
A9F5DE	2.03046e-02	3.04569e-02
A9F73F	0.00000e+00	4.83092e-03
A9F761	3.32481e-02	3.83632e-02
A9F80A	2.75120e-02	3.46890e-02
A9F897	2.29358e-02	3.21101e-02
A9F8C5	1.20482e-02	1.20482e-02
A9FAC4	7.87402e-03	2.36220e-02
A9FB28	2.66106e-02	4.76190e-02
A9FB32	3.26531e-02	3.26531e-02
A9FBA5	5.15464e-02	2.06186e-02
A9FC1B	4.69484e-03	2.34742e-02
A9FC48	1.80832e-02	2.71248e-02
A9FC69	1.07527e-02	1.07527e-02
A9FC76	1.23457e-02	2.46914e-02
A9FCAA	1.86047e-02	6.97674e-03
A9FD0C	1.75097e-02	2.52918e-02
A9FD4E	3.84615e-02	0.00000e+00
A9FDBF	2.22222e-02	0.00000e+00
A9FDE9	2.41838e-02	2.29746e-02
A9FDF3	0.00000e+00	5.83333e-02
A9FE72	4.23729e-02	2.96610e-02
A9FEC2	1.68919e-02	2.92793e-02
A9FEC5	2.51572e-02	1.04822e-02
A9FF9A	2.56410e-02	1.70940e-02
A9FFFA	2.85714e-02	2.55639e-02
AA00B5	3.23887e-02	2.83401e-02
AA00C1	1.88235e-02	2.58824e-02
AA00C6	8.00000e-03	2.80000e-02
AA00FB	2.11864e-02	3.81356e-02
AA0344	6.71141e-03	6.71141e-03
AA038E	5.95238e-03	5.95238e-03
AA03C6	2.54144e-02	1.21547e-02
AA0401	1.56863e-02	1.96078e-02
AA0455	1.55039e-02	7.75194e-03
AA04D2	0.00000e+00	2.99401e-02
AA0599	3.70370e-02	1.85185e-02
AA060D	1.66205e-02	1.38504e-02
AA0779	2.96296e-02	1.48148e-02
AA07C2	1.35135e-02	5.40541e-03
AA0987	2.12014e-02	7.06714e-03
AA0A18	2.09790e-02	1.74825e-02
AA0AED	1.84049e-02	2.45399e-02
AA0B7A	3.70370e-02	1.58730e-02
AA0B84	1.63934e-02	2.45902e-02
AA0C19	6.89655e-02	5.17241e-02
AA0CA2	1.57171e-02	5.10806e-02
AA0CB3	3.06122e-02	5.10204e-02
AA0CE9	0.00000e+00	1.40845e-02
AA0D22	1.36986e-02	0.00000e+00
AA0E0A	2.79720e-02	2.09790e-02
AA0EF1	8.69565e-03	8.69565e-03
AA0F00	1.14943e-02	2.29885e-02
AA0F77	4.32900e-02	4.76190e-02
AA0F98	3.75000e-02	1.25000e-02
AA104B	1.83486e-02	2.75229e-02
AA1112	2.06612e-02	1.23967e-02
AA11F6	2.81426e-02	2.62664e-02
AA12C2	2.75862e-02	2.75862e-02
AA12E6	1.47929e-02	8.87574e-03
AA131A	2.98507e-02	2.87846e-02
AA1386	2.40642e-02	4.27807e-02
AA13E0	1.26582e-02	3.37553e-02
AA1425	1.52284e-02	1.01523e-02
AA1444	4.64396e-02	2.78638e-02
AA14AF	2.30769e-02	1.28205e-02
AA1512	2.77778e-02	9.25926e-03
AA1605	1.98675e-02	4.63576e-02
AA1682	1.02389e-02	6.82594e-03
AA1689	1.63170e-02	2.09790e-02
AA16D1	1.26183e-02	2.20820e-02
AA1717	6.32911e-03	3.48101e-02
AA1737	1.67910e-02	2.23881e-02
AA1779	6.59341e-02	3.29670e-02
AA1831	1.80723e-02	2.61044e-02
AA1851	3.15789e-02	1.57895e-02
AA1983	3.27869e-02	2.13115e-02
AA19F7	3.67347e-02	4.48980e-02
AA1A5E	1.04167e-02	2.08333e-02
AA1ACE	1.13960e-02	3.13390e-02
AA1AF7	1.22699e-02	6.13497e-03
AA1B7B	4.99376e-03	2.49688e-02
AA1BCD	4.76190e-02	4.16667e-02
AA1D3B	2.70270e-02	2.70270e-02
AA1D40	1.12360e-02	1.87266e-02
AA1D6D	6.69643e-03	3.79464e-02
AA1D96	4.16667e-02	1.19048e-02
AA1EAD	4.03458e-02	3.74640e-02
AA1FEB	7.14286e-03	1.42857e-02
AA2004	2.45098e-02	4.90196e-03
AA2024	3.21361e-02	3.02457e-02
AA2185	3.05499e-02	1.83299e-02
AA219E	2.50696e-02	2.22841e-02
AA2332	2.87206e-02	5.74413e-02
AA23D2	2.78351e-02	2.47423e-02
AA23D9	2.24404e-02	3.08555e-02
AA2402	3.43008e-02	3.95778e-02
AA242A	2.28758e-02	1.96078e-02
AA24FE	3.58974e-02	3.58974e-02
AA250D	1.66468e-02	2.97265e-02
AA2530	1.50000e-02	1.00000e-02
AA253A	1.36054e-02	3.40136e-02
AA2569	1.43541e-02	1.75439e-02
AA2578	2.86458e-02	1.30208e-02
AA2615	5.31915e-02	3.19149e-02
AA261F	1.07817e-02	1.07817e-02
AA268E	2.79070e-02	3.95349e-02
AA26A3	9.19540e-03	1.14943e-02
AA277D	1.74326e-02	1.10935e-02
AA287E	3.13725e-02	2.35294e-02
AA28BC	2.97398e-02	2.23048e-02
AA2914	1.12360e-02	7.49064e-03
AA2916	2.64706e-02	2.94118e-02
AA29E8	1.47059e-02	7.35294e-03
AA2A17	3.20946e-02	2.53378e-02
AA2A96	3.35196e-02	5.02793e-02
AA2B1B	2.37530e-02	1.18765e-02
AA2B42	3.18471e-02	2.54777e-02
AA2BB3	2.04778e-02	3.24232e-02
AA2BB8	1.36187e-02	2.72374e-02
AA2CDB	2.56798e-02	3.32326e-02
AA2D1C	0.00000e+00	6.02410e-03
AA2D38	1.32013e-02	2.64026e-02
AA2D57	2.65957e-02	4.07801e-02
AA2D83	3.08642e-02	1.85185e-02
AA2D91	1.26812e-02	2.71739e-02
AA2DFA	3.30579e-02	4.13223e-02
AA2E29	0.00000e+00	1.88679e-02
AA2E5E	1.26582e-02	0.00000e+00
AA2F63	2.48619e-02	1.93370e-02
AA2F86	5.91716e-02	5.91716e-03
AA3003	2.45902e-02	8.19672e-03
AA3052	1.38408e-02	2.76817e-02
AA30A8	0.00000e+00	7.84314e-03
AA30EA	2.44399e-02	1.83299e-02
AA3130	5.55556e-03	2.59259e-02
AA3131	1.83486e-02	2.75229e-02
AA3168	5.76369e-03	2.30548e-02
AA3196	2.58621e-02	8.62069e-03
AA3237	2.73349e-02	3.87244e-02
AA34C3	1.25000e-02	1.25000e-02
AA369F	3.08642e-02	2.77778e-02
AA36FE	6.49351e-03	1.94805e-02
AA3709	2.09059e-02	4.06504e-02
AA375F	4.73934e-03	9.47867e-03
AA37AD	3.01508e-02	2.51256e-02
AA37DB	1.26050e-02	1.26050e-02
AA383B	8.36820e-03	8.36820e-03
AA38F3	2.08817e-02	2.55220e-02
AA38F7	2.01005e-02	5.02513e-02
AA392D	1.81818e-02	5.45455e-02
AA3948	1.05932e-02	2.33051e-02
AA3A58	2.54777e-02	3.50318e-02
AA3A8E	0.00000e+00	5.18868e-02
AA3AF8	4.19580e-02	2.09790e-02
AA3B87	2.91667e-02	2.36111e-02
AA3C07	5.00000e-02	2.00000e-02
AA3C58	1.18343e-02	2.36686e-02
AA3D4E	1.45903e-02	2.91807e-02
AA3D58	3.94265e-02	3.58423e-02
AA3D89	1.91781e-02	3.01370e-02
AA3ECF	2.03252e-02	3.25203e-02
AA3EEA	5.64972e-03	2.82486e-03
AA3F3D	3.00752e-02	2.63158e-02
AA3FEC	2.28385e-02	2.93638e-02
AA4091	8.96861e-03	2.24215e-02
AA40AE	2.47934e-02	2.47934e-02
AA4117	6.96864e-03	3.13589e-02
AA411D	1.84049e-02	6.13497e-03
AA41A0	0.00000e+00	1.96078e-02
AA42E8	2.18688e-02	1.39165e-02
AA441F	2.30769e-02	0.00000e+00
AA4491	2.56410e-02	1.28205e-02
AA44F2	2.70270e-02	3.19410e-02
AA4519	0.00000e+00	1.75439e-02
AA4623	3.31263e-02	1.24224e-02
AA4885	1.49573e-02	1.92308e-02
AA4938	2.32558e-02	4.65116e-02
AA49A8	1.93050e-02	3.21750e-02
AA4AA0	7.44681e-03	2.97872e-02
AA4AF2	7.09677e-02	3.87097e-02
AA4B19	2.36626e-02	1.95473e-02
AA4B58	5.43478e-03	2.71739e-02
AA4B9E	3.35052e-02	1.28866e-02
AA4C54	2.43902e-02	1.46341e-02
AA4C61	4.94505e-02	2.19780e-02
AA4CA7	1.45349e-02	2.90698e-02
AA4CC4	9.55414e-03	2.54777e-02
AA4CDB	4.37956e-02	2.91971e-02
AA4D23	9.82318e-03	5.10806e-02
AA4D8B	2.37154e-02	2.37154e-02
AA4D98	1.99336e-02	2.21484e-02
AA4DFB	2.34604e-02	1.46628e-02
AA4E83	5.66038e-02	1.88679e-02
AA4FA4	6.25000e-03	0.00000e+00
AA500F	2.52809e-02	3.08989e-02
AA50B9	1.08696e-02	1.08696e-02
AA512D	3.47958e-02	4.08472e-02
AA5171	1.48571e-02	1.60000e-02
AA51DF	1.40281e-02	3.30661e-02
AA5217	2.36220e-02	2.36220e-02
AA5327	2.18818e-02	2.40700e-02
AA5396	2.05128e-02	2.05128e-02
AA53CA	3.41880e-02	2.56410e-02
AA53E4	6.66667e-02	5.00000e-02
AA54FE	2.19780e-02	3.02198e-02
AA560F	3.29670e-02	1.09890e-02
AA5799	2.69360e-02	2.02020e-02
AA579C	3.00300e-02	3.75375e-02
AA5820	1.85185e-02	1.85185e-02
AA5857	4.49438e-02	5.61798e-02
AA58BF	3.47490e-02	3.47490e-02
AA58D3	8.19672e-03	8.19672e-03
AA5917	1.76991e-02	1.76991e-02
AA591A	1.42276e-02	4.26829e-02
AA5926	1.02041e-02	1.02041e-02
AA595E	1.78571e-02	3.12500e-02
AA598A	2.06897e-02	6.20690e-02
AA5A50	9.34579e-03	1.75234e-02
AA5ACD	4.09357e-02	4.09357e-02
AA5B10	1.65877e-02	1.42180e-02
AA5B3D	8.00000e-03	3.20000e-02
AA5B69	2.04918e-02	2.86885e-02
AA5B9A	2.50000e-02	4.16667e-02
AA5C17	1.48515e-02	3.21782e-02
AA5C9B	2.32198e-02	1.54799e-02
AA5D2C	7.27273e-03	1.27273e-02
AA5D80	2.55864e-02	2.77186e-02
AA5DFD	1.49254e-02	2.98507e-02
AA5EBB	1.79445e-02	2.28385e-02
AA5EE1	1.20482e-02	4.21687e-02
AA5F00	2.23048e-02	4.83271e-02
AA5F06	2.04741e-02	2.15517e-02
AA5F91	1.54494e-02	2.66854e-02
AA6087	1.76211e-02	2.20264e-02
AA60BB	1.38445e-02	1.81044e-02
AA6176	4.16667e-02	3.72807e-02
AA6193	3.38164e-02	3.38164e-02
AA6223	2.02840e-02	3.44828e-02
AA6330	1.27971e-02	4.75320e-02
AA633F	1.84805e-02	1.84805e-02
AA6536	2.68456e-02	2.23714e-02
AA65AF	3.40909e-02	2.84091e-02
AA664F	1.89125e-02	1.15839e-01
AA66B5	3.34448e-02	4.34783e-02
AA6755	1.93906e-02	1.38504e-02
AA676C	3.22581e-02	2.58065e-02
AA67C6	1.75439e-02	1.97368e-02
AA683E	4.05405e-02	5.40541e-02
AA685D	1.13636e-02	6.81818e-02
AA6949	1.31868e-02	3.51648e-02
AA69D6	3.20000e-02	4.80000e-02
AA6A35	2.20994e-02	7.18232e-02
AA6AD7	3.17460e-02	4.76190e-02
AA6C30	2.40964e-02	2.40964e-02
AA6C55	1.66667e-02	3.33333e-02
AA6C60	1.02339e-02	3.07018e-02
AA6C7D	1.90736e-02	3.81471e-02
AA6C8F	1.60643e-02	2.40964e-02
AA6CDB	4.51977e-02	4.51977e-02
AA6CFE	2.15983e-02	1.29590e-02
AA6D69	2.71318e-02	6.97674e-02
AA6D70	2.09581e-02	3.49301e-02
AA6D85	9.28382e-03	3.31565e-02
AA6DAE	3.25866e-02	3.46232e-02
AA6DB5	1.10294e-02	3.67647e-02
AA6E6B	3.49127e-02	2.74314e-02
AA6EC7	2.13675e-02	2.56410e-02
AA6F4E	1.36986e-02	4.10959e-02
AA6F70	2.15054e-02	2.68817e-02
AA6F80	1.27119e-02	3.38983e-02
AA6F91	1.48699e-02	1.67286e-02
AA71F8	1.80723e-02	6.02410e-03
AA722F	3.35570e-02	2.68456e-02
AA72E1	3.49650e-02	1.04895e-02
AA73D1	3.46021e-03	3.80623e-02
AA742C	2.07101e-02	3.84615e-02
AA7529	2.92208e-02	2.27273e-02
AA7576	1.61031e-02	3.54267e-02
AA7628	1.20120e-02	1.95195e-02
AA762C	2.45098e-03	2.69608e-02
AA7641	4.06504e-02	2.43902e-02
AA7650	1.45161e-02	3.38710e-02
AA765D	0.00000e+00	2.00000e-02
AA769A	0.00000e+00	3.61446e-02
AA76F5	8.00000e-03	2.40000e-02
AA772C	2.59740e-02	2.59740e-02
AA7762	5.98802e-03	2.99401e-02
AA77F0	1.78117e-02	2.79898e-02
AA780A	2.80000e-02	1.60000e-02
AA7941	9.70874e-03	2.71845e-02
AA7951	1.98020e-02	2.14521e-02
AA79FE	1.16279e-02	2.90698e-02
AA7BB8	2.04461e-02	2.78810e-02
AA7BD6	2.35988e-02	2.94985e-02
AA7C84	0.00000e+00	2.53165e-02
AA7CAB	1.76565e-02	2.24719e-02
AA7CB5	3.45912e-02	3.61635e-02
AA7D04	2.90023e-02	2.90023e-02
AA7D51	4.82315e-02	6.10932e-02
AA7E6E	2.45399e-02	4.29448e-02
AA7ED0	0.00000e+00	8.54701e-03
AA7EDC	2.22222e-02	2.82828e-02
AA7F4A	1.41176e-02	1.88235e-02
AA7F69	1.65746e-02	3.86740e-02
AA7FDC	1.34228e-02	3.02013e-02
AA7FEF	4.88798e-02	3.25866e-02
AA8005	1.37525e-02	2.55403e-02
AA80CF	6.89655e-03	2.75862e-02
AA81A4	0.00000e+00	4.67290e-03
AA81E5	2.07101e-02	3.55030e-02
AA832C	2.34375e-02	0.00000e+00
AA835E	1.46341e-02	8.13008e-03
AA8381	1.91257e-02	1.09290e-02
AA83AD	7.93651e-03	1.58730e-02
AA83B9	0.00000e+00	1.47059e-02
AA83C8	1.43149e-02	3.27198e-02
AA8437	4.17910e-02	4.77612e-02
AA8446	3.38983e-02	3.95480e-02
AA84DD	2.63158e-02	4.60526e-02
AA84EF	0.00000e+00	3.19149e-02
AA8519	3.14770e-02	3.38983e-02
AA85AC	7.75946e-03	3.29777e-02
AA860D	2.79330e-02	3.35196e-02
AA8668	2.11480e-02	2.11480e-02
AA86C3	1.72414e-02	0.00000e+00
AA87EE	1.21212e-02	1.81818e-02
AA88E8	3.63036e-02	1.65017e-02
AA8968	1.28205e-02	0.00000e+00
AA8994	3.20000e-02	2.24000e-02
AA8A07	4.62428e-02	2.89017e-02
AA8A5B	2.15385e-02	1.23077e-02
AA8A7D	5.35714e-02	5.35714e-02
AA8ACC	1.88679e-02	2.51572e-02
AA8ACE	3.79747e-02	1.26582e-02
AA8B0D	3.71353e-02	2.91777e-02
AA8BE3	2.60708e-02	2.97952e-02
AA8BF2	1.97368e-02	3.61842e-02
AA8C5B	3.26797e-02	2.61438e-02
AA8C78	1.91388e-02	2.27273e-02
AA8CE5	1.08303e-02	2.52708e-02
AA8D94	3.93939e-02	1.81818e-02
AA8DAA	9.58904e-03	1.78082e-02
AA8E5C	1.88679e-02	1.88679e-02
AA8F16	9.25926e-03	9.25926e-03
AA8F2F	2.67176e-02	3.05344e-02
AA8F53	1.76322e-02	3.02267e-02
AA9196	4.54545e-02	1.81818e-02
AA922B	3.38983e-02	2.54237e-02
AA9246	4.30108e-02	1.07527e-02
AA9273	4.17973e-02	2.19436e-02
AA92A0	5.74713e-03	2.29885e-02
AA92CA	3.04709e-02	2.77008e-02
AA9330	2.97030e-02	2.59901e-02
AA939A	2.52366e-02	3.15457e-02
AA94A8	1.51976e-02	1.67173e-02
AA964F	1.59884e-02	3.19767e-02
AA9654	0.00000e+00	2.56410e-02
AA9665	2.38589e-02	1.97095e-02
AA966B	3.11419e-02	3.11419e-02
AA972F	2.63158e-02	1.75439e-02
AA9771	5.88235e-02	9.80392e-02
AA97E6	2.92683e-02	4.39024e-02
AA98C9	6.77966e-02	5.08475e-02
AA99BB	2.56410e-02	0.00000e+00
AA99BC	2.64550e-02	2.64550e-02
AA9A41	1.97044e-02	1.97044e-02
AA9A51	1.40845e-02	2.81690e-02
AA9ADA	3.56506e-03	3.20856e-02
AA9B5E	1.13636e-02	3.78788e-03
AA9B75	3.11355e-02	2.38095e-02
AA9C83	0.00000e+00	4.11765e-02
AA9CD2	1.22699e-02	2.45399e-02
AA9D1E	2.04082e-02	4.08163e-02
AA9D3A	1.65094e-02	4.00943e-02
AA9D4D	5.29801e-02	1.32450e-02
AA9E4B	5.98802e-03	1.79641e-02
AA9E9C	2.24719e-02	3.37079e-02
AA9F3F	3.71179e-02	1.52838e-02
AA9FA1	1.86916e-02	9.34579e-03
AA9FAB	2.10773e-02	3.27869e-02
AA9FAE	3.25444e-02	2.07101e-02
AA9FCF	1.20724e-02	2.01207e-02
AAA014	2.33918e-02	2.33918e-02
AAA021	0.00000e+00	0.00000e+00
AAA17D	2.50627e-02	2.50627e-02
AAA188	9.90099e-03	7.92079e-02
AAA1A8	1.79372e-02	3.36323e-02
AAA327	2.27704e-02	3.60531e-02
AAA332	1.87500e-02	1.25000e-02
AAA33B	2.31214e-02	2.31214e-02
AAA3C2	4.34783e-02	6.52174e-02
AAA412	3.28638e-02	1.40845e-02
AAA41D	3.18182e-02	5.00000e-02
AAA493	8.09717e-03	2.42915e-02
AAA503	2.67559e-02	2.67559e-02
AAA58E	1.23457e-02	4.93827e-02
AAA61E	4.34783e-02	2.89855e-02
AAA68C	5.18135e-02	7.77202e-02
AAA6C2	1.55039e-02	7.75194e-03
AAA7BE	1.57895e-02	2.89474e-02
AAA8EB	2.18579e-02	6.01093e-02
AAA986	2.00730e-02	2.91971e-02
AAA9AE	4.81928e-02	3.61446e-02
AAAA5A	3.11927e-02	7.88991e-02
AAAB11	1.26582e-02	3.79747e-02
AAABB0	1.39276e-02	2.22841e-02
AAABB6	2.03837e-02	2.15827e-02
AAAC44	2.00000e-02	2.66667e-02
AAAC8A	5.14706e-02	2.20588e-02
AAACBF	2.64064e-02	3.09989e-02
AAAD62	9.70874e-03	1.94175e-02
AAADA7	2.27273e-02	6.81818e-02
AAAE9E	2.38636e-02	2.50000e-02
AAAEE9	3.70370e-02	1.85185e-02
AAAF1E	1.71149e-02	1.46699e-02
AAAF61	1.26582e-02	2.53165e-02
AAB119	1.08225e-02	1.73160e-02
AAB17F	1.69492e-02	2.11864e-02
AAB1BE	8.88889e-03	1.33333e-02
AAB2F1	4.67290e-02	3.27103e-02
AAB2F3	2.59740e-02	7.79221e-02
AAB318	1.19048e-02	1.48810e-02
AAB35C	1.83824e-02	2.57353e-02
AAB4B2	7.32601e-03	2.93040e-02
AAB4C3	3.37079e-02	0.00000e+00
AAB4D1	3.04569e-02	3.04569e-02
AAB507	2.57511e-02	4.72103e-02
