ngram	type2score_1	type2score_2	type2freq_1	type2freq_2	type2p_diff	type2s_diff	type2p_avg	type2s_ref_diff	type2shift_score
desperation	7.190000e-01	7.190000e-01	2.549470e+00	3.400000e+00	3.243984e-04	0.000000e+00	3.147071e-04	2.190000e-01	5.483612e-04
destination	1.090000e-01	1.090000e-01	3.691165e+01	1.052884e+01	-7.311904e-04	0.000000e+00	1.842440e-03	-3.910000e-01	2.206740e-03
destroyed	7.540000e-01	7.540000e-01	2.040816e-03	0.000000e+00	-1.220805e-07	0.000000e+00	6.104026e-08	2.540000e-01	-2.393448e-07
destroyer	7.500000e-01	7.500000e-01	8.547085e-01	0.000000e+00	-5.112820e-05	0.000000e+00	2.556410e-05	2.500000e-01	-9.866073e-05
destroying	8.440000e-01	8.440000e-01	3.095975e-03	0.000000e+00	-1.851996e-07	0.000000e+00	9.259978e-08	3.440000e-01	-4.917476e-07
destruction	7.970000e-01	7.970000e-01	1.269219e+01	1.638369e+00	-5.294313e-04	0.000000e+00	4.945241e-04	2.970000e-01	-1.213696e-03
destructive	8.120000e-01	8.120000e-01	3.406325e+00	2.000000e+00	7.676861e-05	0.000000e+00	2.421488e-04	3.120000e-01	1.848767e-04
detonate	7.660000e-01	7.660000e-01	1.263234e+00	0.000000e+00	-7.556599e-05	0.000000e+00	3.778299e-05	2.660000e-01	-1.551500e-04
devastate	7.920000e-01	7.920000e-01	1.966899e+00	2.703268e+00	2.615193e-04	0.000000e+00	2.484185e-04	2.920000e-01	5.894276e-04
devastating	7.190000e-01	7.190000e-01	2.072134e+00	1.333333e+00	6.306818e-05	0.000000e+00	1.554880e-04	2.190000e-01	1.066101e-04
devastation	9.060000e-01	9.060000e-01	3.798352e-01	1.000000e+00	1.175450e-04	0.000000e+00	8.149405e-05	4.060000e-01	3.683615e-04
devil	8.280000e-01	8.280000e-01	1.659856e+01	1.094292e+01	5.420093e-04	0.000000e+00	1.263922e-03	3.280000e-01	1.372222e-03
devilish	7.340000e-01	7.340000e-01	1.638260e+00	1.666667e+00	1.357778e-04	0.000000e+00	1.658887e-04	2.340000e-01	2.452384e-04
diabolical	7.030000e-01	7.030000e-01	1.007990e+00	0.000000e+00	-6.029744e-05	0.000000e+00	3.014872e-05	2.030000e-01	-9.447976e-05
dictatorship	7.340000e-01	7.340000e-01	8.583492e-01	0.000000e+00	-5.134598e-05	0.000000e+00	2.567299e-05	2.340000e-01	-9.273980e-05
die	7.660000e-01	7.660000e-01	3.716224e+02	2.039076e+02	6.371171e-03	0.000000e+00	2.541583e-02	2.660000e-01	1.308112e-02
difficulty	2.340000e-01	2.340000e-01	2.354051e+01	2.138312e+00	-1.108247e-03	0.000000e+00	8.540572e-04	-2.660000e-01	2.275423e-03
disaster	8.750000e-01	8.750000e-01	1.243290e+01	3.609524e+00	-2.374340e-04	0.000000e+00	6.250125e-04	3.750000e-01	-6.872552e-04
disastrous	8.750000e-01	8.750000e-01	2.204970e-01	0.000000e+00	-1.319001e-05	0.000000e+00	6.595005e-06	3.750000e-01	-3.817862e-05
discontent	2.340000e-01	2.340000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.660000e-01	0.000000e+00
discourage	2.810000e-01	2.810000e-01	5.211675e+00	1.500000e+00	-1.013597e-04	0.000000e+00	2.610797e-04	-2.190000e-01	1.713379e-04
diseased	7.340000e-01	7.340000e-01	3.155282e-01	0.000000e+00	-1.887472e-05	0.000000e+00	9.437361e-06	2.340000e-01	-3.409104e-05
disinformation	2.860000e-01	2.860000e-01	2.006018e-03	0.000000e+00	-1.199989e-07	0.000000e+00	5.999945e-08	-2.140000e-01	1.982143e-07
dismemberment	8.750000e-01	8.750000e-01	0.000000e+00	5.000000e-01	7.013329e-05	0.000000e+00	3.506664e-05	3.750000e-01	2.030015e-04
displeased	2.730000e-01	2.730000e-01	2.689911e+00	6.666667e-02	-1.515579e-04	0.000000e+00	8.513006e-05	-2.270000e-01	2.655512e-04
doom	8.280000e-01	8.280000e-01	8.166041e+00	6.895566e+00	4.787293e-04	0.000000e+00	7.278528e-04	3.280000e-01	1.212014e-03
doomed	8.880000e-01	8.880000e-01	2.402190e-02	0.000000e+00	-1.436977e-06	0.000000e+00	7.184886e-07	3.880000e-01	-4.303536e-06
doomsday	8.280000e-01	8.280000e-01	1.554819e+00	0.000000e+00	-9.300844e-05	0.000000e+00	4.650422e-05	3.280000e-01	-2.354724e-04
doubt	2.500000e-01	2.500000e-01	4.642830e+01	1.055942e+01	-1.296182e-03	0.000000e+00	2.129225e-03	-2.500000e-01	2.501208e-03
dread	8.590000e-01	8.590000e-01	1.156373e+01	7.441306e+00	3.520306e-04	0.000000e+00	8.677512e-04	3.590000e-01	9.754809e-04
dreaded	7.030000e-01	7.030000e-01	3.159876e-01	4.454545e-01	4.358017e-05	0.000000e+00	4.069230e-05	2.030000e-01	6.828556e-05
dreadful	7.500000e-01	7.500000e-01	2.274850e+00	5.561905e-01	-5.806538e-05	0.000000e+00	1.070476e-04	2.500000e-01	-1.120472e-04
dreadfully	7.960000e-01	7.960000e-01	2.102953e-01	4.761905e-01	5.421385e-05	0.000000e+00	3.968668e-05	2.960000e-01	1.238642e-04
dreamt	1.110000e-01	1.110000e-01	4.002125e-01	1.090909e+00	1.290776e-04	0.000000e+00	8.847929e-05	-3.890000e-01	-3.875648e-04
drown	8.440000e-01	8.440000e-01	3.239378e+01	1.554513e+01	2.426838e-04	0.000000e+00	2.059120e-03	3.440000e-01	6.443815e-04
dwarfed	2.810000e-01	2.810000e-01	1.785714e-02	0.000000e+00	-1.068205e-06	0.000000e+00	5.341023e-07	-2.190000e-01	1.805687e-06
dying	9.480000e-01	9.480000e-01	4.733590e-01	1.000000e+00	1.119505e-04	0.000000e+00	8.429133e-05	4.480000e-01	3.871220e-04
earthquake	8.120000e-01	8.120000e-01	1.471546e+01	6.567605e+00	4.094483e-05	0.000000e+00	9.007430e-04	3.120000e-01	9.860469e-05
elevation	2.660000e-01	2.660000e-01	4.381788e+00	0.000000e+00	-2.621162e-04	0.000000e+00	1.310581e-04	-2.340000e-01	4.734276e-04
elf	1.850000e-01	1.850000e-01	8.797226e+00	7.638889e-01	-4.190972e-04	0.000000e+00	3.166967e-04	-3.150000e-01	1.018988e-03
emergency	7.190000e-01	7.190000e-01	1.750422e+01	8.483489e+00	1.428568e-04	0.000000e+00	1.118522e-03	2.190000e-01	2.414842e-04
endless	2.970000e-01	2.970000e-01	2.731740e+01	5.881984e+00	-8.090662e-04	0.000000e+00	1.229579e-03	-2.030000e-01	1.267722e-03
enslaved	7.810000e-01	7.810000e-01	1.698842e-02	0.000000e+00	-1.016238e-06	0.000000e+00	5.081189e-07	2.810000e-01	-2.204172e-06
epidemic	7.760000e-01	7.760000e-01	1.367476e+00	0.000000e+00	-8.180165e-05	0.000000e+00	4.090082e-05	2.760000e-01	-1.742669e-04
eradication	8.280000e-01	8.280000e-01	2.110502e-02	0.000000e+00	-1.262491e-06	0.000000e+00	6.312454e-07	3.280000e-01	-3.196288e-06
eventuality	1.410000e-01	1.410000e-01	2.817723e-02	0.000000e+00	-1.685546e-06	0.000000e+00	8.427731e-07	-3.590000e-01	4.670668e-06
everyman	1.780000e-01	1.780000e-01	9.668968e-02	0.000000e+00	-5.783924e-06	0.000000e+00	2.891962e-06	-3.220000e-01	1.437548e-05
evil	8.330000e-01	8.330000e-01	1.333051e+02	9.487220e+01	5.333162e-03	0.000000e+00	1.064082e-02	3.330000e-01	1.370796e-02
examination	2.040000e-01	2.040000e-01	2.462374e+00	5.666667e-01	-6.781346e-05	0.000000e+00	1.133911e-04	-2.960000e-01	1.549357e-04
excite	1.320000e-01	1.320000e-01	8.499035e+00	1.000000e+00	-3.681411e-04	0.000000e+00	3.243371e-04	-3.680000e-01	1.045697e-03
excruciating	7.190000e-01	7.190000e-01	1.333721e+00	1.212500e+00	9.029073e-05	0.000000e+00	1.249279e-04	2.190000e-01	1.526269e-04
execution	8.440000e-01	8.440000e-01	2.102944e+00	2.000000e+00	1.547362e-04	0.000000e+00	2.031651e-04	3.440000e-01	4.108602e-04
executioner	8.590000e-01	8.590000e-01	6.136077e-01	3.560606e-01	1.323772e-05	0.000000e+00	4.332454e-05	3.590000e-01	3.668188e-05
exorcism	8.000000e-01	8.000000e-01	2.394092e-01	1.839827e+00	2.437449e-04	0.000000e+00	1.361938e-04	3.000000e-01	5.644177e-04
explode	8.280000e-01	8.280000e-01	6.794794e+01	2.565290e+01	-4.663638e-04	0.000000e+00	3.831427e-03	3.280000e-01	-1.180708e-03
explosion	8.790000e-01	8.790000e-01	4.395953e+01	1.649898e+01	-3.153799e-04	0.000000e+00	2.471945e-03	3.790000e-01	-9.226077e-04
explosive	8.590000e-01	8.590000e-01	7.705538e+00	1.166667e+00	-2.972967e-04	0.000000e+00	3.122927e-04	3.590000e-01	-8.238127e-04
exterminate	8.100000e-01	8.100000e-01	6.271642e-01	3.222222e-01	7.680387e-06	0.000000e+00	4.135681e-05	3.100000e-01	1.837759e-05
extermination	7.970000e-01	7.970000e-01	2.224609e-01	0.000000e+00	-1.330749e-05	0.000000e+00	6.653746e-06	2.970000e-01	-3.050679e-05
fatal	8.280000e-01	8.280000e-01	4.035014e+00	5.719697e-01	-1.611441e-04	0.000000e+00	1.608003e-04	3.280000e-01	-4.079737e-04
fatality	9.060000e-01	9.060000e-01	7.690927e-02	0.000000e+00	-4.600671e-06	0.000000e+00	2.300335e-06	4.060000e-01	-1.441754e-05
fear	8.280000e-01	8.280000e-01	2.045244e+02	1.824041e+02	1.335066e-02	0.000000e+00	1.890987e-02	3.280000e-01	3.380029e-02
feared	7.820000e-01	7.820000e-01	1.098901e-02	0.000000e+00	-6.573567e-07	0.000000e+00	3.286783e-07	2.820000e-01	-1.430850e-06
fearful	7.660000e-01	7.660000e-01	5.829618e+00	6.392500e+00	5.479295e-04	0.000000e+00	6.226893e-04	2.660000e-01	1.124994e-03
fearing	8.080000e-01	8.080000e-01	0.000000e+00	1.000000e+00	1.402666e-04	0.000000e+00	7.013329e-05	3.080000e-01	3.334639e-04
fearless	2.000000e-01	2.000000e-01	2.376953e+00	0.000000e+00	-1.421880e-04	0.000000e+00	7.109401e-05	-3.000000e-01	3.292518e-04
fears	7.500000e-01	7.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.500000e-01	0.000000e+00
fight	7.190000e-01	7.190000e-01	4.606871e+02	1.296479e+02	-9.372781e-03	0.000000e+00	2.287166e-02	2.190000e-01	-1.584369e-02
finalized	2.340000e-01	2.340000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.660000e-01	0.000000e+00
fingerscrossed	2.190000e-01	2.190000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.810000e-01	0.000000e+00
flounder	2.970000e-01	2.970000e-01	9.089264e-02	1.666667e-01	1.794061e-05	0.000000e+00	1.440746e-05	-2.030000e-01	-2.811106e-05
fluctuation	2.040000e-01	2.040000e-01	5.618993e-01	0.000000e+00	-3.361251e-05	0.000000e+00	1.680625e-05	-2.960000e-01	7.679563e-05
flurries	2.660000e-01	2.660000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.340000e-01	0.000000e+00
flying	2.810000e-01	2.810000e-01	3.445409e+01	5.483929e+00	-1.291813e-03	0.000000e+00	1.415118e-03	-2.190000e-01	2.183673e-03
force	2.660000e-01	2.660000e-01	2.162220e+02	1.009619e+02	1.227304e-03	0.000000e+00	1.354793e-02	-2.340000e-01	-2.216725e-03
forewarned	2.500000e-01	2.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.500000e-01	0.000000e+00
forgotten	2.660000e-01	2.660000e-01	1.593700e-01	0.000000e+00	-9.533427e-06	0.000000e+00	4.766713e-06	-2.340000e-01	1.721903e-05
fortress	2.810000e-01	2.810000e-01	1.128156e+01	2.176136e+00	-3.696174e-04	0.000000e+00	4.900479e-04	-2.190000e-01	6.247992e-04
foul	2.500000e-01	2.500000e-01	3.323834e+00	3.636364e-01	-1.478239e-04	0.000000e+00	1.249180e-04	-2.500000e-01	2.852519e-04
fragile	1.880000e-01	1.880000e-01	6.715797e+00	1.458333e-01	-3.812798e-04	0.000000e+00	2.110954e-04	-3.120000e-01	9.182104e-04
frantic	7.050000e-01	7.050000e-01	1.099788e+01	5.140000e+00	6.308275e-05	0.000000e+00	6.894288e-04	2.050000e-01	9.981787e-05
frantically	7.170000e-01	7.170000e-01	2.527013e+01	1.419715e+01	4.797404e-04	0.000000e+00	1.751516e-03	2.170000e-01	8.035443e-04
freaked	7.030000e-01	7.030000e-01	1.174185e+01	8.446429e+00	4.823603e-04	0.000000e+00	9.435714e-04	2.030000e-01	7.558080e-04
freakingout	7.810000e-01	7.810000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.810000e-01	0.000000e+00
fright	8.530000e-01	8.530000e-01	4.570563e+00	2.676190e+00	1.019715e-04	0.000000e+00	3.243943e-04	3.530000e-01	2.778416e-04
frighten	8.280000e-01	8.280000e-01	1.027414e+01	5.739899e+00	1.905222e-04	0.000000e+00	7.098549e-04	3.280000e-01	4.823511e-04
frightened	8.440000e-01	8.440000e-01	2.333262e+01	2.779579e+01	2.503075e-03	0.000000e+00	2.647282e-03	3.440000e-01	6.646242e-03
frightening	8.440000e-01	8.440000e-01	1.859220e+01	2.144420e+01	1.895730e-03	0.000000e+00	2.060040e-03	3.440000e-01	5.033600e-03
frightful	8.120000e-01	8.120000e-01	1.046052e+00	1.500000e+00	1.478256e-04	0.000000e+00	1.364870e-04	3.120000e-01	3.559985e-04
fugitive	7.030000e-01	7.030000e-01	8.344446e-01	6.250000e-02	-4.114936e-05	0.000000e+00	2.934134e-05	2.030000e-01	-6.447673e-05
gameday	1.250000e-01	1.250000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.750000e-01	0.000000e+00
gash	7.030000e-01	7.030000e-01	4.383378e+00	3.105018e+00	1.733190e-04	0.000000e+00	3.488708e-04	2.030000e-01	2.715726e-04
gent	1.410000e-01	1.410000e-01	3.421053e-01	0.000000e+00	-2.046455e-05	0.000000e+00	1.023228e-05	-3.590000e-01	5.670750e-05
ghastly	8.360000e-01	8.360000e-01	1.279122e+00	0.000000e+00	-7.651637e-05	0.000000e+00	3.825818e-05	3.360000e-01	-1.984438e-04
ghostly	7.540000e-01	7.540000e-01	9.694087e+00	2.196970e+00	-2.717336e-04	0.000000e+00	4.440282e-04	2.540000e-01	-5.327469e-04
giant	2.970000e-01	2.970000e-01	3.043523e+02	6.996197e+01	-8.392864e-03	0.000000e+00	1.400976e-02	-2.030000e-01	1.315074e-02
gnome	1.880000e-01	1.880000e-01	5.081273e+00	0.000000e+00	-3.039590e-04	0.000000e+00	1.519795e-04	-3.120000e-01	7.320040e-04
god	9.400000e-02	9.400000e-02	3.326989e+01	1.103773e+01	-4.419618e-04	0.000000e+00	1.769206e-03	-4.060000e-01	1.385016e-03
gore	7.340000e-01	7.340000e-01	3.339690e+00	0.000000e+00	-1.997784e-04	0.000000e+00	9.988922e-05	2.340000e-01	-3.608347e-04
graded	7.500000e-02	7.500000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.250000e-01	0.000000e+00
grades	9.400000e-02	9.400000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.060000e-01	0.000000e+00
gradschool	6.200000e-02	6.200000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.380000e-01	0.000000e+00
graduation	7.800000e-02	7.800000e-02	9.957683e+00	3.333333e+00	-1.281079e-04	0.000000e+00	5.316092e-04	-4.220000e-01	4.172846e-04
grenade	8.280000e-01	8.280000e-01	1.632570e+01	1.953333e+00	-7.026069e-04	0.000000e+00	6.252908e-04	3.280000e-01	-1.778812e-03
grisly	7.030000e-01	7.030000e-01	2.777778e-02	0.000000e+00	-1.661652e-06	0.000000e+00	8.308258e-07	2.030000e-01	-2.603634e-06
grounded	2.420000e-01	2.420000e-01	8.403361e-03	0.000000e+00	-5.026845e-07	0.000000e+00	2.513423e-07	-2.580000e-01	1.001058e-06
guard	2.500000e-01	2.500000e-01	1.709866e+02	2.716378e+01	-6.418154e-03	0.000000e+00	7.019247e-03	-2.500000e-01	1.238494e-02
guidelines	6.200000e-02	6.200000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.380000e-01	0.000000e+00
guillotine	8.590000e-01	8.590000e-01	1.590016e+00	2.777778e-02	-9.121759e-05	0.000000e+00	4.950509e-05	3.590000e-01	-2.527650e-04
gun	7.340000e-01	7.340000e-01	2.972136e+02	1.293834e+02	3.690025e-04	0.000000e+00	1.796366e-02	2.340000e-01	6.664829e-04
gunmen	8.280000e-01	8.280000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.280000e-01	0.000000e+00
hag	2.500000e-01	2.500000e-01	1.784427e+00	1.970736e+00	1.696849e-04	0.000000e+00	1.915859e-04	-2.500000e-01	-3.274365e-04
harm	7.190000e-01	7.190000e-01	2.926774e+01	9.441533e+00	-4.264490e-04	0.000000e+00	1.537556e-03	2.190000e-01	-7.208670e-04
harmful	7.970000e-01	7.970000e-01	4.336271e+00	2.062500e+00	2.990645e-05	0.000000e+00	2.743466e-04	2.970000e-01	6.855912e-05
harrowing	7.030000e-01	7.030000e-01	4.093540e-02	1.000000e+00	1.378178e-04	0.000000e+00	7.135765e-05	2.030000e-01	2.159461e-04
hatred	7.030000e-01	7.030000e-01	3.438583e+00	5.184524e+00	5.215212e-04	0.000000e+00	4.664548e-04	2.030000e-01	8.171690e-04
havoc	7.190000e-01	7.190000e-01	3.485809e+00	4.333333e-01	-1.477370e-04	0.000000e+00	1.346507e-04	2.190000e-01	-2.497338e-04
hawk	1.250000e-01	1.250000e-01	2.858871e+00	3.333333e-01	-1.242606e-04	0.000000e+00	1.088858e-04	-3.750000e-01	3.596736e-04
hazard	7.500000e-01	7.500000e-01	2.168240e+00	4.242424e-01	-7.019591e-05	0.000000e+00	9.460498e-05	2.500000e-01	-1.354552e-04
hazardous	7.660000e-01	7.660000e-01	5.815494e-02	3.030303e-02	7.717051e-07	0.000000e+00	3.864650e-06	2.660000e-01	1.584444e-06
hearing	1.560000e-01	1.560000e-01	7.150351e+00	1.027778e+00	-2.835672e-04	0.000000e+00	2.859465e-04	-3.440000e-01	7.529365e-04
heartattack	8.120000e-01	8.120000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.120000e-01	0.000000e+00
heft	2.190000e-01	2.190000e-01	1.503882e-01	0.000000e+00	-8.996139e-06	0.000000e+00	4.498069e-06	-2.810000e-01	1.951220e-05
heighten	1.880000e-01	1.880000e-01	3.212278e+00	9.166667e-02	-1.792989e-04	0.000000e+00	1.025072e-04	-3.120000e-01	4.317936e-04
hell	8.600000e-01	8.600000e-01	1.438187e+02	4.734972e+01	-1.961574e-03	0.000000e+00	7.622370e-03	3.600000e-01	-5.450685e-03
hellish	8.280000e-01	8.280000e-01	2.938310e+00	2.086111e+00	1.168436e-04	0.000000e+00	2.341899e-04	3.280000e-01	2.958166e-04
helmet	9.400000e-02	9.400000e-02	2.170863e+01	2.677002e+00	-9.231046e-04	0.000000e+00	8.370462e-04	-4.060000e-01	2.892816e-03
help	2.030000e-01	2.030000e-01	8.036653e+02	2.262401e+02	-1.634090e-02	0.000000e+00	3.990437e-02	-2.970000e-01	3.746073e-02
hemorrhage	8.070000e-01	8.070000e-01	3.218982e-02	0.000000e+00	-1.925578e-06	0.000000e+00	9.627889e-07	3.070000e-01	-4.562925e-06
hide	2.970000e-01	2.970000e-01	3.248264e+02	1.412079e+02	3.758134e-04	0.000000e+00	1.961885e-02	-2.030000e-01	-5.888602e-04
highest	2.360000e-01	2.360000e-01	1.505120e-02	1.250000e-01	1.663297e-05	0.000000e+00	9.216838e-06	-2.640000e-01	-3.389359e-05
holiness	1.090000e-01	1.090000e-01	2.754821e-03	0.000000e+00	-1.647919e-07	0.000000e+00	8.239595e-08	-3.910000e-01	4.973435e-07
holocaust	9.060000e-01	9.060000e-01	1.072497e+00	0.000000e+00	-6.415621e-05	0.000000e+00	3.207810e-05	4.060000e-01	-2.010521e-04
homework	1.090000e-01	1.090000e-01	2.390382e+01	6.760317e+00	-4.816672e-04	0.000000e+00	1.189080e-03	-3.910000e-01	1.453676e-03
homicidal	9.590000e-01	9.590000e-01	1.627164e-02	5.400000e-01	7.477059e-05	0.000000e+00	3.835866e-05	4.590000e-01	2.649033e-04
homicide	8.590000e-01	8.590000e-01	1.320640e-01	0.000000e+00	-7.899999e-06	0.000000e+00	3.950000e-06	3.590000e-01	-2.189099e-05
honest	4.700000e-02	4.700000e-02	2.043963e+01	6.862338e+00	-2.601309e-04	0.000000e+00	1.092622e-03	-4.530000e-01	9.095654e-04
hood	2.660000e-01	2.660000e-01	2.783075e+01	1.422117e+01	3.299339e-04	0.000000e+00	1.829787e-03	-2.340000e-01	-5.959182e-04
hooded	2.660000e-01	2.660000e-01	8.816566e+00	3.500000e+00	-3.646920e-05	0.000000e+00	5.091676e-04	-2.340000e-01	6.586973e-05
horrible	7.340000e-01	7.340000e-01	5.216039e+01	5.686347e+01	4.855838e-03	0.000000e+00	5.548125e-03	2.340000e-01	8.770492e-03
horrid	7.050000e-01	7.050000e-01	2.647065e+00	2.590909e+00	2.050719e-04	0.000000e+00	2.608820e-04	2.050000e-01	3.244920e-04
horrific	9.690000e-01	9.690000e-01	9.298535e+00	7.173528e+00	4.499729e-04	0.000000e+00	7.812198e-04	4.690000e-01	1.628932e-03
horrified	9.220000e-01	9.220000e-01	6.920528e+00	6.949780e+00	5.608396e-04	0.000000e+00	6.944020e-04	4.220000e-01	1.826817e-03
horrifying	9.060000e-01	9.060000e-01	8.925933e+00	5.527565e+00	2.413881e-04	0.000000e+00	6.546385e-04	4.060000e-01	7.564595e-04
horror	9.230000e-01	9.230000e-01	3.121594e+01	4.557602e+01	4.525471e-03	0.000000e+00	4.130056e-03	4.230000e-01	1.477570e-02
horrors	9.060000e-01	9.060000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.060000e-01	0.000000e+00
hostage	7.340000e-01	7.340000e-01	1.435002e+01	6.228788e+00	1.528030e-05	0.000000e+00	8.660506e-04	2.340000e-01	2.759889e-05
humanrights	1.720000e-01	1.720000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.280000e-01	0.000000e+00
hurricane	8.110000e-01	8.110000e-01	6.144102e+00	3.383333e+00	1.070317e-04	0.000000e+00	4.210527e-04	3.110000e-01	2.569311e-04
hurricanes	7.500000e-01	7.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.500000e-01	0.000000e+00
hurry	2.030000e-01	2.030000e-01	7.124549e+01	2.015967e+01	-1.434139e-03	0.000000e+00	3.544797e-03	-2.970000e-01	3.287694e-03
hurryup	2.810000e-01	2.810000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.190000e-01	0.000000e+00
hyped	2.140000e-01	2.140000e-01	5.169166e-01	0.000000e+00	-3.092167e-05	0.000000e+00	1.546084e-05	-2.860000e-01	6.826103e-05
hyperventilate	7.340000e-01	7.340000e-01	1.880527e+00	1.783333e+00	1.376500e-04	0.000000e+00	1.813171e-04	2.340000e-01	2.486198e-04
hyperventilating	7.620000e-01	7.620000e-01	4.854369e-03	1.000000e-01	1.373627e-05	0.000000e+00	7.158522e-06	2.620000e-01	2.777883e-05
hysteria	7.970000e-01	7.970000e-01	8.500792e-01	1.000000e+00	8.941530e-05	0.000000e+00	9.555893e-05	2.970000e-01	2.049803e-04
hysterical	7.030000e-01	7.030000e-01	5.352378e+00	2.678095e+00	5.547087e-05	0.000000e+00	3.479118e-04	2.030000e-01	8.691703e-05
ihatespiders	8.590000e-01	8.590000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.590000e-01	0.000000e+00
imagination	1.410000e-01	1.410000e-01	3.450081e+01	3.699206e+00	-1.544945e-03	0.000000e+00	1.291347e-03	-3.590000e-01	4.281059e-03
immerse	2.660000e-01	2.660000e-01	5.757747e+00	2.312500e+00	-2.005887e-05	0.000000e+00	3.343959e-04	-2.340000e-01	3.622982e-05
immigrant	2.190000e-01	2.190000e-01	1.131670e+00	5.000000e-01	2.437401e-06	0.000000e+00	6.891459e-05	-2.810000e-01	-5.286608e-06
impatient	2.240000e-01	2.240000e-01	7.705504e+00	1.293968e+00	-2.794385e-04	0.000000e+00	3.212198e-04	-2.760000e-01	5.953046e-04
impatiently	2.500000e-01	2.500000e-01	1.447263e+00	1.000000e+00	5.369211e-05	0.000000e+00	1.134205e-04	-2.500000e-01	-1.036082e-04
imprisoned	8.110000e-01	8.110000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.110000e-01	0.000000e+00
imprisonment	7.500000e-01	7.500000e-01	1.298378e+00	1.000000e+00	6.259828e-05	0.000000e+00	1.089674e-04	2.500000e-01	1.207943e-04
incase	1.090000e-01	1.090000e-01	4.701071e+00	1.083333e+00	-1.292601e-04	0.000000e+00	2.165855e-04	-3.910000e-01	3.901081e-04
incurable	7.970000e-01	7.970000e-01	1.264636e-01	0.000000e+00	-7.564983e-06	0.000000e+00	3.782491e-06	2.970000e-01	-1.734236e-05
indecisive	2.500000e-01	2.500000e-01	9.285055e-01	0.000000e+00	-5.554270e-05	0.000000e+00	2.777135e-05	-2.500000e-01	1.071793e-04
indifference	2.500000e-01	2.500000e-01	9.691172e-01	2.000000e+00	2.225611e-04	0.000000e+00	1.692526e-04	-2.500000e-01	-4.294703e-04
inequality	2.340000e-01	2.340000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.660000e-01	0.000000e+00
infant	6.700000e-02	6.700000e-02	6.756943e+00	1.125000e+00	-2.463967e-04	0.000000e+00	2.809983e-04	-4.330000e-01	8.235059e-04
infectious	7.030000e-01	7.030000e-01	1.134116e-01	5.000000e-01	6.334907e-05	0.000000e+00	3.845875e-05	2.030000e-01	9.926134e-05
inferno	7.660000e-01	7.660000e-01	4.431654e-01	2.500000e-01	8.556732e-06	0.000000e+00	3.078828e-05	2.660000e-01	1.756845e-05
infestation	7.160000e-01	7.160000e-01	8.771743e-01	9.090909e-02	-3.972058e-05	0.000000e+00	3.261180e-05	2.160000e-01	-6.622367e-05
inflation	2.970000e-01	2.970000e-01	3.085906e+00	0.000000e+00	-1.845972e-04	0.000000e+00	9.229860e-05	-2.030000e-01	2.892444e-04
injured	7.190000e-01	7.190000e-01	5.515307e-01	5.000000e-01	3.714102e-05	0.000000e+00	5.156278e-05	2.190000e-01	6.278296e-05
insect	2.500000e-01	2.500000e-01	1.814246e+01	4.860939e+00	-4.034450e-04	0.000000e+00	8.835497e-04	-2.500000e-01	7.785171e-04
insomnia	2.660000e-01	2.660000e-01	9.352114e+00	3.916667e+00	-1.006099e-05	0.000000e+00	5.544079e-04	-2.340000e-01	1.817190e-05
insomniac	2.340000e-01	2.340000e-01	4.050147e-02	0.000000e+00	-2.422776e-06	0.000000e+00	1.211388e-06	-2.660000e-01	4.974378e-06
instinctive	2.340000e-01	2.340000e-01	9.419681e-02	0.000000e+00	-5.634802e-06	0.000000e+00	2.817401e-06	-2.660000e-01	1.156922e-05
